target_id	title	author	year	candidate_count	decision	selected_qid	alternative_qids	confidence	issue_codes	reason	resolution_stage	decision_source	model	prompt_sha256	context_safe_fallback
OL15597216W	Turn here for strawberry roam	Byrona Myers	1950	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL16326006W	Eleven possible cases	Frank Richard Stockton	1891	10	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates has the target title ""Eleven possible cases""; all represent different works by Frank R. Stockton."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1672346W	Stone soup	Marcia Brown	1947	13	MATCH	Q106866584	[]	high	"[""title_variant""]"	"Q106866584 is a work-level children's book by Marcia Brown titled ""Stone Soup: An Old Tale,"" which is a title variant of the target's ""Stone soup."" The other exact-title candidates are a soup, television episode, film, folktale type, or magazine."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL16730925W	A man for the ages	Irving Bacheller	1919	5	NO_MATCH		[]	high	"[""wrong_work""]"	The only exact-title candidate is a 2010 scientific article with no connection to Irving Bacheller. The remaining candidates are different Bacheller works, not A Man for the Ages.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL16772671W	Talking it up	Faye Huntington	1888	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL16903042W	When wilderness was king	Randall Parrish	1904	1	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	The only candidate is the 1914 edition-level item for The Red Mist, not When Wilderness Was King, and no work-level candidate for the target is supplied.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1709153W	Farrusco the blackbird	Torga, Miguel	1907	5	NO_MATCH		[]	high	"[""missing_metadata"", ""wrong_work""]"	"All supplied candidates are metadata-poor literary-work items dated 1940–1945 and lack titles or affirmative evidence connecting them to ""Farrusco the blackbird."" The Open Library evidence identifies a translated short-stories edition but does not link it to any supplied candidate."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL17398883W	Cut Out	Patrick Lennon	1925	5	NO_MATCH		[]	high	"[""wrong_work"", ""author_ambiguity""]"	None of the supplied candidates represents a literary work by Patrick Lennon; they are a painting, artistic technique, philatelic object, hole, or animation technique. The author identity is also unresolved.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL17499W	Doctor Therne	H. Rider Haggard	1898	10	AMBIGUOUS	Q16385505	"[""Q124082787""]"	high	"[""duplicate_work_items"", ""title_variant""]"	Q16385505 is an exact title, author, year, and work-level match for Doctor Therne. Q124082787 independently represents a 1898 H. Rider Haggard novel titled Dr. Therne, evidently a title variant of the same work, so the candidates may be duplicate work-level items.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL17548830W	The End Of The Monsoon	John Lathrop	1925	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL17662276W	The happy foreigner	Enid Bagnold	1920	4	NO_MATCH		[]	high	"[""wrong_work""]"	None of the supplied candidates represents The happy foreigner; all are different literary works by Enid Bagnold, including The Chalk Garden, The Amorous Ghost, National Velvet, and A Matter of Gravity.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL17719912W	Foxfire	Anya Seton	1950	14	MATCH	Q96378249	[]	high	[]	Q96378249 is explicitly identified as the novel Foxfire by Anya Seton, matching the target title and author; no edition, translation, or derivative relationship is indicated.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL17779659W	The twins of Table mountain, and other stories	Bret Harte	1907	9	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents ""The twins of Table mountain, and other stories"". They are different Bret Harte works or editions of different works, with no matching title or explicit relation to the target."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1796849W	A gentleman player	Robert Neilson Stephens	1899	1	NO_MATCH		[]	high	"[""wrong_work""]"	"The sole candidate is the play ""An Enemy to the King,"" which does not match the target title ""A gentleman player"" and has no evidence of representing that work."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1797323W	Folks from Dixie	Paul Laurence Dunbar	1884	10	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents the literary work ""Folks from Dixie"". They are different poems or collections by Paul Laurence Dunbar, and the Open Library evidence does not provide a matching candidate."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1798463W	The son of Light Horse Harry	James Barnes	1904	2	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	Neither candidate represents The son of Light Horse Harry. Q133555059 is a different 1904 novel by the same author, while Q51444352 is an unrelated edition-level item for Asparagus culture.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1799078W	Hildegarde's harvest	Richards, Laura Elizabeth Howe	1897	7	NO_MATCH		[]	high	"[""wrong_work""]"	None of the supplied candidates represents Hildegarde's Harvest. They are different works, a chapter, or an unrelated edition by Laura E. Richards.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL18216362W	One hundred merrie and delightsome stories	Robert B. Douglas	1899	3	MATCH	Q2346783	[]	medium	"[""title_variant""]"	Q2346783 is the work-level item for Cent Nouvelles Nouvelles, the underlying collection translated by Robert B. Douglas as One hundred merrie and delightsome stories. The supplied candidate is not an edition-level item, so the translation is normalized to this conceptual work.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL18476583W	A vigilante girl	Jerome Alfred Hart	1910	1	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	The only candidate is “Sardou and the Sardou Plays,” a different work from “A vigilante girl,” and it is represented only as a version/edition without a supplied work-level parent.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL18498322W	Peter Rabbit, Henny Penny, The city mouse and the country mouse	Erickson, Phoebe	1947	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL18514326W	Travers	Sara Dean	1908	5	NO_MATCH		[]	high	"[""wrong_work"", ""author_ambiguity""]"	"All supplied candidates represent a geographic place, musical work, street, surname, or biographical article; none represents the literary work titled ""Travers"" by Sara Dean. The author is also ambiguous between two Wikidata entities."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1860074W	Ride east! Ride west!	Powers, Anne	1947	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL18969762W	Classic Australian short stories	Murdoch, Walter	1950	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL192199W	Woman With a Sword	Hollister Noble	1948	1	NO_MATCH		[]	high	"[""wrong_work""]"	The sole candidate is a painting by Ashok Mukherjee, not Hollister Noble's 1948 novel Woman With a Sword; no literary work-level candidate is supplied.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL1991713W	Jess Roundtree, Texas ranger	Dane Coolidge	1933	4	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	None of the supplied candidates matches the target title or provides an explicit relation to Jess Roundtree, Texas ranger. The two 1934 Czech items are edition-level entities with different titles, while the remaining candidates represent unrelated works or publications.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL20107725W	Great Stories of All Nations	Maxim Lieber	1927	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL2020119W	Two o'clock courage	Burgess, Gelett	1934	5	NO_MATCH		[]	high	"[""wrong_work""]"	Q6471742 is a film with the matching title, not the target literary work, and the remaining candidates are unrelated works by Gelett Burgess.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL20660829W	Gift Of My Heart	Lyndon Snow	1948	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL217854W	In dark and evil days	Francis Sheehy-Skeffington	1916	3	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the candidates represents the literary work titled ""In dark and evil days"". The candidates are a biographical article or works/editions titled ""A Forgotten Small Nationality"" and related text, which are distinct works despite the author overlap."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL22106339W	Stirring days in old Virginia	Escott Lynn	1922	1	NO_MATCH		[]	high	"[""adaptation"", ""wrong_work""]"	The sole candidate is a 1909 short film, while the target is a 1922 literary work by Escott Lynn; it is not an appropriate work-level representation of the target.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL221151W	The Darlingtons	Elmore Elliott Peake	1900	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL2234904W	Strong poison and Have his carcase	Dorothy L. Sayers	1936	8	NO_MATCH		[]	high	"[""wrong_work""]"	The target is a combined volume of Strong Poison and Have His Carcase, while Q2544560 and Q2182784 represent the two separate constituent novels. No supplied candidate represents the combined work or collection, so neither can be selected.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2288533W	In a strange land	Vladimir Galaktionovich Korolenko	1925	13	NO_MATCH		[]	high	"[""wrong_work""]"	The target edition evidence identifies a translation of Korolenko's Bez i͡a︡zyka (Without a Language), but no supplied candidate represents that work. The exact-title candidate is Chekhov's unrelated short story, while the Korolenko candidates are different works or editions.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2340361W	Paul, a herald of the cross	Florence Morse Kingsley	1897	3	MATCH	Q124092729	[]	high	[]	Q124092729 is a work-level literary item with the exact title and the matching author Florence Morse Kingsley. Its 1899 date differs from the target's 1897 date but does not outweigh the strong title and authorship evidence.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2345960W	"""Love and quiet life"""	Walter Raymond	1894	10	MATCH	Q124084675	[]	high	"[""title_variant""]"	"Q124084675 is a work-level 1894 novel by the British writer Walter Raymond titled ""Love and Quiet Life: Somerset Idylls,"" matching the target title as an abbreviated title variant."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2396809W	The flying buccaneer	Jack Binns	1923	15	NO_MATCH		[]	high	"[""wrong_work"", ""author_ambiguity""]"	None of the supplied candidates has the target title or represents the 1923 literary work The flying buccaneer. The candidates concern different works by historian Jack Binns or scientific articles by another Jack Binns, indicating unresolved author ambiguity.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL24823742W	The Complete Works of Edgar Allan Poe - Tales (Balloon-Hoax / Black Cat / Diddling / Gold-Bug / Mesmeric Revelation / Mystery of Marie Roget / Oblong Box / Pit and the Pendulum / Premature Burial / Spectacles / Tale of the Ragged Mountains / Tell-Tale Heart)	Poe, Edgar Allan	1902	10	NO_MATCH		[]	high	"[""edition_without_work_item"", ""wrong_work""]"	No supplied candidate represents the specified collection of Poe tales. The closest candidates are unrelated individual works or broad/translated editions of Poe's works, not a matching work-level item for this volume.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL24959597W	In the valley	Harold Frederic	1890	10	AMBIGUOUS	Q6013033	"[""Q124083922""]"	medium	"[""duplicate_work_items"", ""title_variant""]"	Both candidates are work-level novels by Harold Frederic associated with the 1890 work titled In the Valley. Q6013033 has the exact target title, while Q124083922 appears to represent the same work under the expanded title In the Valley: A Historical Romance.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2700650W	The Centaur	Algernon Blackwood	1911	14	MATCH	Q111747643	[]	high	[]	"Q111747643 is a work-level literary item explicitly titled ""The Centaur,"" authored by Algernon Blackwood, and dated 1911, matching the target."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL276469W	What Maisie Knew	James, Henry	1897	23	MATCH	Q2943614	[]	high	[]	Q2943614 is the work-level literary item for the novel What Maisie Knew by Henry James, with an exact title match, matching author, and publication date 1897.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL27972641W	The movie boys in peril, or, Strenuous days along the Panama Canal	Victor Appleton	1926	31	NO_MATCH		[]	high	"[""wrong_work""]"	None of the supplied candidates has the target title or an identifying title variant. The Victor Appleton candidates are distinct Tom Swift novels, not The Movie Boys in Peril.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2848601W	The circus of Dr. Lao	Charles G. Finney	1935	10	MATCH	Q7723100	[]	high	[]	Q7723100 has the exact title, matching author Charles G. Finney, matching 1935 publication year, and is explicitly identified as the literary work/novel.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL2915447W	A woman of means	Peter Hillsman Taylor	1950	5	MATCH	Q42197676	[]	medium	"[""missing_metadata""]"	Q42197676 has the exact target title and is represented as a creative work. Its author and date metadata are missing, but no supplied candidate provides stronger work-level identity evidence; the other candidates are different works by Peter Taylor.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL3037970W	James the red engine	Awdry, W.	1948	11	MATCH	Q11635193	[]	high	[]	"Q11635193 is a literary work titled ""James the Red Engine"" by Wilbert Awdry, matching the target title, author, and 1948 publication year."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL316462W	The brothers, from the Bengali of Svarnalata	Ganguli, Taraknath	1928	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL32014623W	Gentlemen-the regiment!	A. F. Alington	1933	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL32092011W	"Carlos, ""The little Spaniard"""		1893	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL32096284W	The waif of Bounders' Rents	M. B. Manwell	1898	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL32097521W	Little Johnnie, or, God's silver	Greene	1881	10	NO_MATCH		[]	high	"[""wrong_work"", ""author_ambiguity""]"	None of the supplied candidates has the target title or represents the 1881 literary work; all concern botanical works by Edward Lee Greene, while the target author 'Greene' is unresolved.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL3219073W	Menschen im Hotel	Vicki Baum	1929	11	MATCH	Q1920758	[]	high	[]	"Q1920758 is a work-level literary item authored by Vicki Baum, explicitly titled ""Menschen im Hotel"" in German, and dated 1929. The other exact-title candidates are a theatrical production and a film adaptation."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL3238825W	Yehuda	Meyer Levin	1931	6	NO_MATCH		[]	high	"[""wrong_work""]"	None of the supplied candidates represents the literary work Yehuda by Meyer Levin. The only author-linked candidate is Compulsion, a different 1956 novel, while the direct-title candidates are non-literary entities.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL33137126W	True to his colors	Harry Castlemon	1889	2	NO_MATCH		[]	high	"[""wrong_work""]"	"Neither supplied candidate represents ""True to his colors"" by Harry Castlemon; their titles identify different works."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL33138133W	The boys of Castle Cliff School	R. A. H. Goodyear	1900	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL33431970W	Dick Merriwell's racket, or, The evil genius of the school	Burt L. Standish	1902	10	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents ""Dick Merriwell's racket, or, The evil genius of the school"". They are different works or the broader Merriwell series, despite the valid Burt L. Standish/Gilbert Patten author alias."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL39066584W	Long ago in Galilee	Muriel Clark	1922	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL3913522W	Hustle and Bustle	Louis Slobodkin	1948	7	NO_MATCH		[]	high	"[""wrong_work""]"	"No supplied candidate represents the literary work ""Hustle and Bustle"" by Louis Slobodkin. The exact-title candidates are concepts or artistic themes, while the author-linked candidates are different novels."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL39422091W	John Bargreave's gold	F. S. Brereton	1910	4	NO_MATCH		[]	high	"[""wrong_work""]"	"All supplied candidates are different novels by F. S. Brereton and none matches the target title ""John Bargreave's gold""."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4119036W	Pier 17	Walter Havighurst	1935	3	NO_MATCH		[]	high	"[""wrong_work""]"	All supplied candidates represent physical piers or an event venue, not Walter Havighurst's literary work Pier 17.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4161451W	Blind circle	Maurice Renard	1928	10	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	None of the supplied candidates has the target title or affirmative evidence identifying it as Maurice Renard's Blind circle. Q114506154 is a television episode, the other candidates represent different works, and Q121923735 is an unrelated-looking 1928 edition with no explicit relation to the target.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4189807W	The stars look down	A. J. Cronin	1935	14	MATCH	Q1093537	[]	high	[]	Q1093537 is a work-level item explicitly titled The Stars Look Down, identified as a 1935 novel by A. J. Cronin, matching the target title, author, and year.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4190183W	The story of Ragged Robyn	Onions, Oliver	1945	11	MATCH	Q42195985	[]	medium	"[""missing_metadata""]"	Q42195985 has the exact target title and is represented as a creative work, with no evidence that it is an edition, translation, or adaptation. Author and date metadata are absent, so confidence is medium rather than high.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL42517727W	Settlers in Canada ...	Frederick Marryat	1896	10	MATCH	Q7763415	[]	high	"[""title_variant""]"	Q7763415 is the work-level item for Frederick Marryat's 1844 novel The Settlers in Canada, matching the target title variant; the 1896 year is consistent with a later edition.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL42572936W	Elsie at Ion	Martha Finley	1893	5	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents the literary work ""Elsie at Ion"" by Martha Finley. The candidates are different novels or the broader Elsie Dinsmore series."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL43911754W	A creel of Irish stories	Jane Barlow	1898	17	MATCH	Q124080698	[]	high	[]	Q124080698 is a work-level literary item with the exact title and the correct author, Jane Barlow (Q15452445). Its 1897 publication date is consistent with the target's 1898 date as a possible edition or catalog-year discrepancy.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL44056561W	Dark hollow	Anna Katharine Green	1914	15	NO_MATCH		[]	high	"[""wrong_work""]"	No supplied candidate represents Anna Katharine Green's 1914 novel Dark Hollow. The exact-title candidates are a settlement, painting, song, disambiguation page, or John Connolly's different novel; the remaining Green items have different titles.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL44643979W	The boy aviators' polar dash	Howard Payson	1910	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL4470204W	Seven diving ducks	Margaret Friskey	1940	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL44875216W	Not all lies!	Khwaja Ahmad Abbas	1945	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL4516569W	Montaigne	André Lamandé	1928	6	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	None of the supplied candidates represents André Lamandé's literary work Montaigne. The only author-linked candidate is the edition-level item Castagnol (1921), while the exact-title candidates are non-literary entities.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL460820W	Vintage Murder	Marsh, Ngaio	1937	10	MATCH	Q7932832	[]	high	[]	"Q7932832 is a work-level literary item with the exact title ""Vintage Murder,"" authored by Ngaio Marsh, and publication date 1937, matching the target."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4636865W	Sunrise to sunset	Samuel Hopkins Adams	1950	9	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates has the target title ""Sunrise to sunset"" or other affirmative identity evidence; all represent different works by Samuel Hopkins Adams."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL4782864W	The young champion	A. S. Isaacs	1913	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
OL5102177W	Do tell me, Doctor Johnson	John P. Marquand	1928	10	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents the target work ""Do tell me, Doctor Johnson""; all have different titles and correspond to other John P. Marquand novels."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL54131W	The Stolen White Elephant, etc	Mark Twain	1882	8	MATCH	Q123004232	[]	high	[]	Q123004232 has the exact target title, matches Mark Twain as author, and is identified as the 1882 short story collection. It corresponds to the target collection rather than the separate short story item Q7766574.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL5467362W	Lazarus	Lucas Cleeve	1897	15	MATCH	Q124084365	[]	high	"[""title_variant""]"	Q124084365 is a work-level literary item for the 1897 novel Lazarus: A Tale of the Earth's Great Miracle by Lucas Cleeve, matching the target's author and year; the longer title is a bibliographic title variant.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL55474W	Три года	Chekhov, Anton Pavlovich	1950	11	MATCH	Q3539951	[]	high	[]	"Q3539951 is the work-level literary work by Anton Chekhov with the exact Russian title ""Три года""; its 1895 publication date matches the known original work, while the target year can represent a later edition."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL5591829W	Top Storey Murder	Anthony Berkeley	1930	9	NO_MATCH		[]	high	"[""wrong_work""]"	"None of the supplied candidates represents the literary work titled ""Top Storey Murder"". They are different works by Anthony Berkeley Cox, including novels with unrelated titles."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL5600814W	Beckoning Dream	Berckman, Evelyn.	1940	3	NO_MATCH		[]	high	"[""wrong_work""]"	All supplied candidates are different Evelyn Berckman novels with titles and publication years that do not match Beckoning Dream.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL5837154W	Laura	Caspary, Vera	1941	7	MATCH	Q3827719	[]	high	[]	Q3827719 is the work-level detective novel Laura by Vera Caspary, with an exact title and author match. Its 1942 publication date is compatible with the target's 1941 year as supporting metadata, and the stated serial title further supports the identification.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL5885415W	Stories from old-fashioned children's books	Andrew White Tuer	1899	1	NO_MATCH		[]	high	"[""wrong_work"", ""edition_without_work_item""]"	The sole candidate is an edition of Old London Street Cries, not Stories from Old-Fashioned Children's Books, despite sharing the author.	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL6689816W	Sugar in the air	E. C. Large	1937	3	MATCH	Q134694744	[]	high	[]	"Q134694744 is a work-level literary item explicitly titled ""Sugar in the Air"" and authored by E. C. Large, matching the target title and author."	llm_judge	gpt-5.6-luna_v6	gpt-5.6-luna	f874df729b47d3948912533f30da3a5735e5f7a16de9faf88be44f95c21127da	False
OL6811740W	Heaven in my hand	Alice Lee Humphreys	1950	0	NO_MATCH		[]		"[""no_candidate_retrieved""]"		candidate_retrieval	deterministic_no_candidate			False
