quot_id	pdf_file	page_num	quot_type	word_count	ref_hint	category	text	context_before	context_after	raw_response
Didi-Huberman 2020_p22_i2	Didi-Huberman 2020.pdf	22	inline	25	(“S,”p.148)	C	It is like those seeds of grain that have lain for centuries in the airtight chambers of the pyramids and have retained their germinative powertothisday	ostinthelimbooftimespastandwhenthenovel form seems precisely to have taken its place completely? The tale escapes novelistic narrative and journalistic information. It comes from very, very far away:	(“S,”p.148).Butwhydowenolongerseethisgermina- tive power? Why has storytelling become remote from us? Benjamin gives an anthropological answer: “the face of death must have changed [muß das Gesicht de	C
Didi-Huberman 2020_p22_i3	Didi-Huberman 2020.pdf	22	inline	16	(“S,” p. 150)	A	the face of death must have changed [muß das Gesicht des Todes ein anderes geworden sein]	mids and have retained their germinative powertothisday”(“S,”p.148).Butwhydowenolongerseethisgermina- tive power? Why has storytelling become remote from us? Benjamin gives an anthropological answer:	(“S,” p. 150). Andwhyhasthishappened?Becausepeople—beitbecauseofthebour- geois comfort or the industrialization of our lives, since Benjamin in 1936 hadn’t an inkling of the “death factories” that th	"A

この引用は、ベン"
Didi-Huberman 2023_p2_b0	Didi-Huberman 2023.pdf	2	block	60		A	Georges Didi-Huberman is professor at the École des Hautes Études en Sciences Sociales in Paris. He is the author of more than fi fty books on the his- tory andtheory of images. Shane B. Lillis is a lecturer in English and French literature and translation attheUniversity of Nantes, France. He has translated a number of works of arthistory and philosophy.	tthePalazzo Guadagni,Florence,15October1927,”inTheRenewalofPaganAntiquity:Contributionstothe CulturalHistoryoftheEuropeanRenaissance,trans.DavidBritt(LosAngeles,1999),p.723; hereafterabbreviated“PG.”	at the École des Hautes Études en Sciences Sociales in Paris. He is the author of more than fifty books on the his- tory andtheory of images.Shane B. Lillis is a lecturer in English and French literat	A
Didi-Huberman 2023_p2_i1	Didi-Huberman 2023.pdf	2	inline	11		A	Reading prior to all languages, from entrails, the stars, or dances.	theirmanyfloweringsorsurvivalsinhistory.Totakeupagain,tolearnagain howtoreadtextsandimages—toreadeven“‘whatwasneverwritten,’”as WalterBenjaminputit,citingHoffmansthalinhistext“OntheMimeticFac- ulty”:	3 Weshouldrememberthathepatoscopy,ordivinationfromreadinganimals’ livers,wasthefirstthemeofplate1intheBilderatlasMnemosyne;weshould rememberthatastrologyhadbeenstudiedbyWarburgforalongtime;and weshoul	"A

この引用は、ウォ"
Diebold Drimmer 2023_p2_b0	Diebold Drimmer 2023.pdf	2	block	31		0	William Diebold is Jane Neuberger Goodsell professor emeritus of art his- tory and humanities at Reed College. Sonja Drimmer is associate professor of medieval art at the University of Massachusetts Amherst.	eymakeclearthatthe1915essaywastobeseenasaverydirectresponse toWölfflin’sidenticallytitledpublicationof1912;seeGerdaPanofsky,ErwinPanofskyvonZehn bisDreißigundseinejüdischenWurzeln(Passau,2017),p.109.	oodsell professor emeritus of art his- tory and humanities at Reed College. Sonja Drimmer is associate professor of medieval art at the University of Massachusetts Amherst.	"A

このテキストは、著者"
Diebold Drimmer 2023_p2_i1	Diebold Drimmer 2023.pdf	2	inline	16		B	My lecture at the academy continues to garner fruits. With it, I made a really goodexit.	gues aboutwhetherheshouldgiveuphisprofessorshipinBerlin.Thelecturefell justafewdaysafterWölfflin’sfinaldecisiontoleaveBerlinforMunich,soit functionedverymuchasavaledictory.Afterit,hewritestohisfamily:	6 Panofsky’sdecision tochallengeWölfflinwas aboldone. Notonly was theyoungarthistorian—hewastwenty-threeatthetimethisessaywaspub- lished—takingononeoftheleadersofEuropeanarthistory,buthewasalso critic	"B

この引用は、美術史"
Diebold Drimmer 2023_p6_i1	Diebold Drimmer 2023.pdf	6	inline	8		A	anyone who says so has failed to recognize	y’sclaimthat,whilehisearlyessaywasnothingeithertohimortoarthis- tory,itwasnonethelessreferredtoinWölfflin’sGrundbegriffe?Panofskynot onlycitedwithperfectaccuracythephrase“Wersospricht,derverkennt”17 (	)18 from the introduction to Wölfflin’sbookbutalsodecidedthat,despiteitsimpersonalandgenericword- ing,itreferredtohim. Panofskyhadactuallybeenremindedof“‘DasProblem’”almostadecade earlierbyAlfredKroeb	A
Diebold Drimmer 2023_p11_i1	Diebold Drimmer 2023.pdf	11	inline	14		A	the total beauty of his diction and the absolute wealth of his humanistic education	arose from Seele, Gesinnung required somedeliberation.PanofskyhadgreatadmirationforthisWölfflinianword; almostadecadeafterpublishing“‘DasProblem,’”PanofskycalledWölfflin’s use of this term a sign of	directed toward “ethical understand- ing.”36We have rendered Gesinnung sometimes as“attitude,” sometimes as “disposition”inordertocapturethesenseinwhichPanofskyusesittomean awayofthinkingorturnofmind	A
Domínguez 2020_p1_i1	Domínguez 2020.pdf	1	inline	28		A	National litera- ture is now rather an unmeaning term; the epoch of World literature [Weltliteratur] is at hand, and every one must strive to hasten its ap- proach,	pt Weltliteratur is scattered across many works during the late 1820s, a particular passage has resonated with scholars—the one dated 31 January 1827 in Johann Peter Eckermann’s Gespräche mit Goethe.	commented Goethe with his secretary over dinner.1 Such an enigmaticcommentwaspromptedbytheexperienceofreadingaChinese work some days before. “‘Since I saw you,’” Goethe told Eckermann, “‘I have read	"A

この引用は、ゲ"
Domínguez 2020_p1_i2	Domínguez 2020.pdf	1	inline	20		C	‘I have read many and various things; among which a Chinese romance has occupied and interested me most of all.’	s ap- proach,” commented Goethe with his secretary over dinner.1 Such an enigmaticcommentwaspromptedbytheexperienceofreadingaChinese work some days before. “‘Since I saw you,’” Goethe told Eckermann,	2 The Chinese romance read by Goethe at that moment was Chinese Courtship: In Verse (花箋), which he borrowed from the Weimarer Bibliothek on 29 January 1827 and re- turned on 14 June of the same year.3	"C

この引用は、ゲ"
Domínguez 2020_p9_i1	Domínguez 2020.pdf	9	inline	10	(T, p. 20)	A	Bernhard Tauchnitz was always a little ahead of his time	ty pounds for the continental rightstoTreasureIsland—“herewasaContinentalreprinterofferingtoreim- burse British authors instead of plundering them.”35 To a certain extent Christa Jansohn’s claim that	is correct (T, p. 20). But Tauchnitz’s argument that “I as well asanyotherpublisherinGermanyhaveatpresenttherighttoembarkinsuch undertakings without any permission from the Authors,” together with hi	A
Domínguez 2020_p11_i1	Domínguez 2020.pdf	11	inline	31		D	to foreigners for their works in this country that protection with regard to copyright which En- glish authors in return might be enabled to obtain for their works in for- eigncountries.	y debates in Brit- ain, Charles Poulett Thomson, Whig member for Manchester and presi- dentoftheBoardofTradeatthetime,defendedabilltoestablishasystem of international copyright with the aim of giving	Therationalebehindsuchaproposalwastoputanendto the circulation of pirated works, for “no sooner were productions sent to the press in this country, than the utmost efforts were exerted to purloin proo	"D

この引用は、19世"
Domínguez 2020_p11_i2	Domínguez 2020.pdf	11	inline	26		A	there was a reading public, and that the diffusion of cheap editions of good books was one of the greatest public benefits that could be conferred.	had been printed in Paris.45 ManyMPsreactedbystressingthedifficultiesinvolvedinmakingthismea- sure effective, especially with European countries rather than with the US. Henry Warburton objected that	46 In reply, Thomson did not address Warburton’s objection but concentrated on the issue of difficulties. In his opinion, the US would pose more problems than any other country, while in the case of E	"A

この引用は、19世"
Domínguez 2020_p11_i3	Domínguez 2020.pdf	11	inline	30		D	a Diet held at Frankfort, the subject was referred to, and a law was passed for the Government of the states, by which a law of general copyright was adopted	t address Warburton’s objection but concentrated on the issue of difficulties. In his opinion, the US would pose more problems than any other country, while in the case of Europe, he reminded that in	—namely, the 1837Prussianlawdiscussedabove.47 43. SeeLaraLangerCohenandMeredithL.McGill,“ThePerilsofAuthorship:Literary PropertyandNineteenth-CenturyAmericanFiction,”inTheAmericanNovelto1870,ed.J. Ger	"D

この引用は1837年の"
Domínguez 2020_p12_i1	Domínguez 2020.pdf	12	inline	10		A	toenter at all upon the question of copyright at home.	heetofLetterpress,’‘SheetofMusic,’‘Map,’‘Chart,’or‘Plan.’”49Second, thislegislativeinitiativewassolelyconcernedwithinternationalcopyright. “Itis notmy intention, inthis Bill,”began Thomsonhis speech,	50 Third, an international (sometimesinterimperial)bookmarketwasgainingsuchprominencethat nationallegislationfortheprotectionofdomesticwriterswasclearlyinsuf- ficient.Accordingtothepreliminarydiscussi	A
Domínguez 2020_p16_i1	Domínguez 2020.pdf	16	inline	15	(“I,” p. 2887)	C	without the slightest benefit to the author, either from their sale, or from the copyright	s occurred whentheLondonfirmSaundersandOtleyattemptedtoestablishabranch inNewYorkin1836.71 An entirely different story is the case of the Parisian fifteen thousand copies referred to by Thomson, sold	(“I,” p. 2887). This edition was a piracy produced by Louis Claude Baudry (the leading Paris reprintertogetherwithGiovanniAntonioGalignani)forthe“Collectionof Ancient and Modern British Writers” hous	"C

この引用は、19世"
Domínguez 2020_p17_i1	Domínguez 2020.pdf	17	inline	20		C	with two or three states, in order that others might then view the advantages to be derived from the measure.	such that neither were “authors . . . de- privedofthefairfruitsoftheirlabour”nor“theinterestsofliteraturegen- erally”injuriouslyaffected.Forsuchanaim,bilateralcopyrightagreements had to be negotiated	77 As Thomson anticipated,negotiationswiththeUSprovedmuchmoredifficult.Evenin the case of European countries, all negotiations failed.78 And yet the 1838 act provided a platform for subsequent more su	C
Domínguez 2020_p17_i2	Domínguez 2020.pdf	17	inline	22		A	the enjoy- ment of copyright to works of literature and of the fine arts which may be first published in the other,	t provided a platform for subsequent more successful legislation, such as the 1844 and 1852 international copyrights acts. On 3 November 1851 an Anglo-French copyright convention was signed to extend	enlarging the protection to cover transla- tionsaswell.79Asaconsequence,offshorereprinterssuchasGalignaniand 76. SeeSmalley,“Bibliography,”inDomesticMannersoftheAmericans(1949),p.454.	A
Domínguez 2020_p18_i1	Domínguez 2020.pdf	18	inline	19	(“M,” p. 22)	C	I am not saying that one went out, as onemightinto agarden,andthere sawthatarosehad flowered, orthata hen had laid an egg	f literary cir- culation and, hence, constitutes a crucial dimension of world literature. Did 1837/1838 mark the beginning of a change in the history of world lit- erature? As Virginia Woolf puts it,	(“M,” p. 22). The 1837 Prussian statute and the 1838 Britishactwerethefirstinternationalcopyrightlawsintheworld,andthey laidthefoundationforaworldauthorialregime.The1837Prussianstatute was the most i	C
Domínguez 2020_p21_i1	Domínguez 2020.pdf	21	inline	8		A	management of the centrality of the world- system	henothadaccesstothis“Chineseromance” (andothers)isamatterforspeculation.However,whencopyrighthistoryis surveyed,thatcirculationasakeyfeatureofworldliteraturehasnotbeenre- lated to law and to Europe’s	94isassurprisingafactasthescholarlyneglectofThoms’sinclusion inhistranslationofanappendixconcerningthefinances,resources,andpop- ulationofChina.Thisappendixwas,accordingtoananonymouscommenta- torforon	"A

この引用は「WORLD-SYSTEM"
Donatelli 2019_p6_i1	Donatelli 2019.pdf	6	inline	21		A	In every work of genius we recognise our own rejected thoughts: they come back to us with a certain alienated majesty.	that of reading,wherethewordswereadinatextcometous,andwerecognize them to be the words we haven’t said or written but which belong to an unexplored side of our selves. Emerson also writes elsewhere:	14 The thoughts that we recognize wecouldhaveexpressedarethosewehaverejected;theyshowsidesofour- selvesthatwehaven’tpursuedandthatcomebacktouswiththeuncanny, alienatedmajestythatotherswereabletolendth	"A

THIS IS A QUOTE FROM RALPH W"
Donatelli 2019_p7_i1	Donatelli 2019.pdf	7	inline	14		A	con- straint names, in the place of the Kantian ‘ought,’ a form of attraction	therwhohasauseforoneself onconditionthatoneisbeyonddesire,beyondchange”(CH,p.xxxiv). Theideahereisthatthisclaimisinawayexternal,demandingsome- thingfromus,constrainingus,thoughintheformofanattraction:	(CH,p.xxix).Inanotherway,though,itisaclaimthatcomesfromwithin aselfwhichismobile,effectedbydesireandchange.Thisclearlydistances Cavell’s Emersonian perfectionism from the kinds of perfectionism that	"A

この引用は、哲学"
Donatelli 2019_p8_i1	Donatelli 2019.pdf	8	inline	32		A	Leading words back to their everyday use [one of the Investigations’s signature descriptions of itself] is both in practice and in myth an expression of the self’s answerability, questionability, to and byitself	talsoonetieddeeplytothethoughtofEmer- son and Henry David Thoreau) that Cavell underlines and that I would like to pick up in order to comment on the notion of character. Cavell writes in Conditions:	(CH,p.xxviii). Cavellwishestoestablishaconnectionbetweentherelation,ontheone side,ofwordsandlanguageand,ontheother,oftheactsoftheselfandthe selfitself.Afewcommentsonthiswillshedlightonthenotionofchara	"A

この引用はSTANLEY"
Downie 2025_p2_b0	Downie 2025.pdf	2	block	32		0	Marc Downie is an Associate Professor of Practice in the Arts in the Depart- ments of Cinema and Media Studies, Media Arts and Design, and the College at the University of Chicago.	onforEditingand Learning,”ACMTransactionsonGraphics39,no.6(2020),dl.acm.org/doi/10.1145/3414685 .3417871 2. See“DigitalNegative(DNG),”Adobe,21May2024,helpx.adobe.com/camera-raw/digital -negative.html	or of Practice in the Arts in the Depart- ments of Cinema and Media Studies, Media Arts and Design, and the College at the University of Chicago.	A
Dumitrescu Smith 2021_p3_i1	Dumitrescu Smith 2021.pdf	3	inline	11		A	fasten the weight of toil as a kindofsteadying and immovable anchor.	Critical Inquiry / Winter 2021 S79 thought’s unstable undulations” the monks	3 Muchof theEgyptian monks’ labor was practical, aiding subsistence in a tough environment. There was aspecialplaceforfruitlesstoiltoo,however,asanopportunitytoexercise obedienceandcultivatedevotion.C	"A

この引用は、学術"
Engberg-Pedersen 2025_p2_b0	Engberg-Pedersen 2025.pdf	2	block	49		0	Anders Engberg-Pedersen is professor of comparative literature at the University of Southern Denmark, chair of humanities at the Danish Institute of Advanced Study, and director of the Nordic Humanities Center. He is the au- thor of, most recently, Martial Aesthetics: How War Became an Art Form ( 2023 ).	- festdestiny,theDirectorate,anewtechnocraticregimethathastakenpower inChina,willlaunchamultidomainattackontheUS,destroyingAmerican fightingcapabilitiesinspace,onland,andatsea.TheChinesewillfirsttake	r of comparative literature at the University of Southern Denmark, chair of humanities at the Danish Institute of Advanced Study, and director of the Nordic Humanities Center. He is the au- thor of, m	"A

この引用は、学者（"
Engberg-Pedersen 2025_p5_i1	Engberg-Pedersen 2025.pdf	5	inline	23		A	What makes the story even more notable is that every trend and technology in the book—no matter how sci-fi it may seem—is real.	meetings, and conversations with a real-world cast of professionals who are reflected in the characters found in this book. [GF, p. 380] Or in the words of the marketing department’s back cover copy:	Useful Fiction Itisthiscuriousblendoffactandfiction,researchandinvention,andthe presentandthefuturethattheauthorshavesinceproceededtolabelalter- natelyusefulfictionorFICINT—ashorthandforfictionalinte	"A

この引用は、本の背"
Engberg-Pedersen 2025_p7_i1	Engberg-Pedersen 2025.pdf	7	inline	12		A	it is by labelling something a security issue that it becomes one.	thediscursiveprocessesbywhichanissueoraphenomenoncomes tobepositedasanexistentialthreat.13Basedonlinguisticspeechacttheory, securitizationtheoryisguidedbytheperformativeargumentthat,inWæver’s phrase,	14 Centraltothetheoryarethereforenotthe(perceived)threatsinthemselves butthe processes and mechanisms by whichsomething isconstituted as a securitythreat.Inotherwords:“When,whyandhoweliteslabelissuesa	"A

このテキストは、セキ"
Engberg-Pedersen 2025_p21_i1	Engberg-Pedersen 2025.pdf	21	inline	11		D	an existential national security threat that must be confronted in everysphere.	y experts signed a piece in the Washington Post titled “China Is Not an Enemy.” They stated that while they were critical ofChina’saggressiveforeignpolicy initsregion, they didnotconsider the country	52Morerecently,BruceW.Jentlesonelaboratedtheargument inForeignAffairs:“TheChinathreatisbeinginflatedinwaysthat,aswiththe SovietthreatintheColdWarandterrorismpost-9/11,arecounterproductive forforeign-p	"D

この引用は、ジャ"
Evans Foster 2024_p8_i1	Evans Foster 2024.pdf	8	inline	9		C	The only emperor is the emperor of ice cream	aorevidenceD,giventhemodelM.IfDisa stripoftext—“ShallIcomparetheetoasummer’sday”—thelikelihoodof that text being sampled given that we’re looking at iambic pentameter is higher than the likelihood of	beingsampled,whichshouldbeclosetozero.30Thefinalingredient is the probability of the data or evidence— P(D)—where we now have no conditioning.Tosticktoourpoeticcontext,thisistheprobabilityofobserv- in	C
Evans Foster 2024_p22_i1	Evans Foster 2024.pdf	22	inline	9		A	energetically ex- ploring all the semantic resources of language;	Abduction revelatoryjewelry,medicine,andapparentdeaths;loveagainstabackground ofwar.AndcriticshaveremarkedonTroilusandCressida’s“Latinatediction” and “undisciplined experimentalism,” with Shakespeare	one critic even deplored “‘the grotesque excesses’ in [its]vocabulary.”64These linguistic assessments areredolentofpoeticfancy.Indeed,theybearstrikingsimilaritytocommen- taryonthe“extravagantrhetoric	A
Farmer 2019_p2_b0	Farmer 2019.pdf	2	block	23		A	Paul Farmer is the Kolokotrones University Professor and the chair of the Department of Global Health and Social Medicine at Harvard Medical School.	wakuAkyeampong,“DiseaseinWestAfricanHistory,”inThemesinWest Africa’sHistory,ed.Akyeampong(Athens,Ohio,2006),p.200. 3. AlfredW.Crosby,America’sForgottenPandemic:TheInfluenzaof1918(NewYork, 2003),p.37.	versity Professor and the chair of the Department of Global Health and Social Medicine at Harvard Medical School.	A
Farmer 2019_p2_i1	Farmer 2019.pdf	2	inline	8		A	the disease was unrecognizable in its new form.	many of them adults in their prime.1 By the time it seemed to strike “simulta- neouslyinNewEngland(UnitedStates),SierraLeone,andBrest(France) inAugust1918,”ashistorianEmmanuelAkyeamponglaterobserved,	2 Becoming unrecognizable iswhatthesevirusesdo,whichiswhywehavelearnedtoreformulateflu shots every year. But the rapidity of this strain’s spread triggered debates that continued well after influenza	"A

この引用は、歴史"
Fay 2023_p2_b0	Fay 2023.pdf	2	block	78		A	Jennifer Fay is chair of the Department of English, the Gertrude Conaway Vanderbilt Professor of cinema and media arts, and professor of German studies and English at Vanderbilt University. She is the author of Theaters of Occupa- tion: Hollywood and the Reeducation of Postwar Germany ( 2008 ), Inhospitable World: Cinema in the Time of the Anthropocene ( 2018 ), and coauthor with Justus Nieland of Film Noir: Hard-Boiled Modernity and the Cultures of Globalization ( 2010 ).	storical,theotherfunnyand 3. SeeCavell,TheWorldViewed(Cambridge,Mass.,1979);hereafterabbreviatedWV.See alsoArendt,EichmanninJerusalem:AReportontheBanalityofEvil(NewYork,1964);hereaf- terabbreviatedE.	ment of English, the Gertrude Conaway Vanderbilt Professor of cinema and media arts, and professor of German studies and English at Vanderbilt University. She is the author of Theaters of Occupa- tion	"A

この引用テキストは、"
Fay 2023_p6_i1	Fay 2023.pdf	6	inline	17		A	melodramatic tone . . . out of keeping with the serious and dignified mood of the court.	ies. Jack Gould observed that the court’s English-languageinterpreter,whofrequentlygotclose-upsofhisown,trans- lated the proceedings with an “extraordinarily emotional approach to his job” reaching a	9 Films documenting the Shoah were screenedinthecourtroomasvividandshockingproofofgenocide,andpeo- plewatchingthetrialcouldalsowatchEichmann’sresponsetothesehorri- fyingimages.10Thisisalltosaythatthet	"A

この引用は、批評家"
Fay 2023_p19_i1	Fay 2023.pdf	19	inline	9	(“WP,”p.127)	A	the body and its soul do not everywhere fit	“WP,”p.131).Anembarrassmentissomethingthatblocksorbars, hampers,hinders,orthrowsintodoubt.Self-consciousnessbecomestheex- perience not just of thinking but of thinking’s blockage and uncertainty when	but where the body andcameraaresynchronized(“WP,”p.127).Nowthe problemisnotthat wehavetomakethinkingvisible;nowthecrisisisthatwearenolongerable totakerefugeinourthoughtswithoutourbodiesbecomingsubjec	A
Fay 2023_p24_i1	Fay 2023.pdf	24	inline	10		A	relentlessly dissolves and examines anew all accepted doctrines and rules.	lmthatdoesnotprovideevidenceofthinking.Butweare nolongerintheorbitofArendt’sconceptualization.Thinking,forArendt,is notjustthemindatworkbutaresultless,yetpotentiallyanarchic,formof contemplation that	Because it requires less effort to follow rules than to examine their meaning, thinking is not always easy, and it is certainly not visibleeverywherewelook. Iconcludewithafinalreversefieldofproof.Thi	"A

この引用は、ハン"
Feldman 2025_p2_b0	Feldman 2025.pdf	2	block	65		A	Martha Feldman is the Ferdinand Schevill Distinguished Service Professor in the Department of Music and the College at the University of Chicago. She is the author of Opera and Sovereignty: Transforming Myths in Eighteenth- Century Italy ( 2007 ), The Castrato: Re fl ections on Natures and Kinds ( 2015 ), and most recently Castrato Phantoms: Moreschi, Fellini, and the Sacred Vernacular in Rome (forthcoming).	ings.Erōsisanambition,philiaisarelationship.Erōsis drivingforce,philiaiswhereyouaredrivingto.Philiaiswhatyoufeelforyourowndearhus- band,erōsiswhatyoufeelforthatmanwhojustmovedinacrosstheroad”(ibid.).	evill Distinguished Service Professor in the Department of Music and the College at the University of Chicago. She is the author of Opera and Sovereignty: Transforming Myths in Eighteenth- Century Ita	"A

この引用は、MARTHA FELD"
Feldman 2025_p3_i1	Feldman 2025.pdf	3	inline	21		A	the one-way principle persists. One person, the spell’s victim, does all the running, the other, the hexer, simply waits for aknockonthedoor.	,oftentogiveawomansuchburningpassionand insomnia that she leaves her home, even her husband and children, and findsherwaytothehouseofthespell-caster.”Butevenhere,Davidsonwrites, when it comes to Eros	5Likethehexer,thesingertypically“waits”forareac- tion—applause, compliments, shouts, bis, ovations, encores, flowers, faint- ing,andlaterreviews,blogs,socialmediaposts—inshort,waitsforrecog- nitionorr	A
Ferguson 2019_p2_b0	Ferguson 2019.pdf	2	block	45		A	Frances Ferguson is the Ann L. and Lawrence B. Buttenwieser Professor in the Department of English at the University of Chicago. Her most recent book is Pornography, the Theory: What Utilitarianism Did to Action ( 2005 ). She is also a coeditor of Critical Inquiry.	n(Toronto,1969),p.113;hereafterabbreviated“B.”SeeWilliamK. Wimsatt,Jr.,andCleanthBrooks,LiteraryCriticism:AShortHistory(NewYork,1965),p.415. SeealsoJeremyBentham,RationaleofReward(London,1830),p.206.	Lawrence B. Buttenwieser Professor in the Department of English at the University of Chicago. Her most recent book is Pornography, the Theory: What Utilitarianism Did to Action (2005). She is also a c	"A

この引用は、FRANCES FER"
Ferguson 2019_p8_i1	Ferguson 2019.pdf	8	inline	8	(CPJ,p.107)	D	a supersensible property of the subject, namely thatoffreedom	ect,sothataestheticjudgmentescapesfromthetrammels ofthedeterminingjudgmentsthatpurereasonmakes.TheCritiqueofthe PowerofJudgmentestablishesmoraljudgmentasthe supreme expression of individual autonomy,	(CPJ,p.107). ThethreeKantiancritiques—insofarastheytrytoisolatethreedifferent waysthathumanshaveforoperatingintheworld—identifytheconditions of possibility for cognitive, aesthetic, and moral judgment	D
Ferguson 2019_p13_i1	Ferguson 2019.pdf	13	inline	10		A	In the act sense, reflective judgment is mere reflect- ing.	eofthePowerofJudgmenthasisolatedthemtosuggest how aestheticjudgmentimposescertainlimitsonitself.RalfMeerbotehasmade anaccurateandtrenchantstatementonKantianreflectivejudgmentinthe Critique in saying:	17Thisisasmuchastosayaestheticjudgmentsdon’tamounttoacts becausetheydon’tdoanythingintheworld.Butconfiningaestheticstore- flectionthatneverentersthefieldofactionisalimitationthatsitsuneasily alongside	A
Ferguson 2019b_p17_i1	Ferguson 2019b.pdf	17	inline	8		X	between eight and sixteen per cent a year,	ngpartnerofNexo,describedthelaunchofhisBitcoin- backedmortgagebusinessandelaboratedonthesituationofthecompany’s firstcustomer.Pierce,Trenchevsaid,“borrowedfromustobuyahousein Amsterdam” and is paying	“which is not crazy” in view of the volatilityof Bitcoin.It’s only crazy in viewof another financial fact that Trenchev brought into view: the “ex- tremely low interest rates” that he thanked “the Fe	"X

理由：
- 破片"
Ferguson 2019b_p18_i1	Ferguson 2019b.pdf	18	inline	16		A	I have ninety-five per cent of my wealth in Bitcoin, and I don’t want to sell	nments, have themselves become central bankers ofasort,needingtogopublicwiththeirloyaltytoBitcoin. Pierce’s statements—“I’ll give a billion dollars away immediately” and, indirectly through Trenchev,	—may look like simple contradictions of oneanother,andsomeonemightdismissthemasemptyonthataccount. I think, however, that Pierce, who gives an astonishingly large number of interviews,isoneofthebestgu	"A

この引用は、暗号"
Ferguson 2019b_p19_i1	Ferguson 2019b.pdf	19	inline	15		A	a convenient global spending currency, as retailers found out when transaction fees surged in 2017.	have not be- come common. A Venezuelan like the one who wrote to theNew York Times may buy bread with Bitcoin, but scarcely anyone uses Bitcoin for dailylife.It is not, as Lionel Laurent pointed out,	25 Soit’s nowonderthatPiercespeaksofoneof hisfriendsinPuerto Ricoasahero;shehasmanagedtofigureouthowtomakeallofherpur- chases—downtothelastlatte—inBitcoin. Bitcoin, it turns out, is happy to accept lo	"A

この引用は、ビット"
Ferguson 2019b_p25_i1	Ferguson 2019b.pdf	25	inline	10		C	If one of my works was to be turned on,	mthewindowandtriedout.Koonsfoundmaterialex- pressionforanidea—notjusttherecognizablebeautyofthealreadymade, but an art that saw itself as making art by putting its object outside of the reach of use.	Koons said, “it would be destroyed.”34 Its encasement converts a beautiful thing into abeautifulidea. The question for Bitcoin is whether the beauty of its idea will survive its use. Coda SinceIcompl	"C

このテキストはジェフ"
Ferguson 2019b_p27_i1	Ferguson 2019b.pdf	27	inline	12		A	as long as data remains the lifeblood of democracy and economy alike	elessadecisionthanarecognitionofnecessity,theneedtofight thewarof theworldsindata. AsdystopianasMorozov’svisionis,itisperhapsnotdystopianenough. He eloquently describes how firms that traffic in data—	—“will exercise disproportionateandundueinfluenceoverdecisionsthatoughttobede- cided in parliaments, not in marketplaces.”39 It may be that the business model that aims to replace democratic discussio	"A

この引用は、データの民"
Ferguson 2023_p1_i1	Ferguson 2023.pdf	1	inline	8		A	The Philosophy Faculty versus the Faculty of Medicine	sicitselfwas meaningless. —DonaldDavidson1 In“What IsaBook? Kantandthe Lawofthe Letter,”Alain Pottageand MarioBiagiolihavecalledattentiontothepostscriptwithwhichImmanuel Kant concluded his discussion	in The Conflict of the Faculties (1798).2 There Kant complains of the “wretched affectations of book printers” that “[harass] our eyes . . . from all sides.”3 Printers, following and enforcing fashio	A
Ferguson 2023_p1_i2	Ferguson 2023.pdf	1	inline	9		C	[harass] our eyes . . . from all sides.	nt concluded his discussion “The Philosophy Faculty versus the Faculty of Medicine” in The Conflict of the Faculties (1798).2 There Kant complains of the “wretched affectations of book printers” that	3 Printers, following and enforcing fashion, print texts using gray ink and “Didot characters with narrow feet”; print German language texts in“Roman (and even italic) type”; and “use the smallestposs	C
Ferguson 2023_p2_b0	Ferguson 2023.pdf	2	block	47		X	Frances Ferguson is the Mabel Greene Meyers Distinguished Service Pro- fessor in the Department of English at the University of Chicago. Her most re- cent book is Pornography, The Theory: What Utilitarianism Did to Action ( 2005 ). She is also a consulting editor of Critical Inquiry.	reatwriters,woulddetermine thelanguage...[bymeansof]manuals,handbooks,dictionaries,andother 4. SeeAnnaLetitiaBarbauld,ForChildrenfromTwotoThreeYearsOld,vol.1ofLessonsfor Children,4vols.(London,1778).	e Meyers Distinguished Service Pro- fessor in the Department of English at the University of Chicago. Her most re- cent book is Pornography, The Theory: What Utilitarianism Did to Action (2005). She i	"X

この引用は学術論文"
Ferguson 2023_p16_i1	Ferguson 2023.pdf	16	inline	16	(“GB,” p.267)	C	Bessop’s Castle . . . was not a castle, nor a tavern, but a high rock	irapplication:thetulippoplarisalmostreadytodropalimbthat seems to be the one named as the seventh; scarcely anyone remembers the Bessops and the nonce name they gave to a generally inaccessible spot:	(“GB,” p.267). WhenSmithdevelopedhisconjecturalhistoryoftheprogressoflanguage, he imagined thatpropernames woulddevelopout ofmoregeneralnames. Thewordriverwouldbeappliedtoanyriverinproximitytoaspeake	"C

この引用は文学作品"
Ferguson 2023_p17_i1	Ferguson 2023.pdf	17	inline	17	(“GB,” p. 254)	C	There was not a particle of silver. All was gold of antique date and of great variety	igma,Iamquitesure thatIshouldbeunabletoearnthem’”(“GB,”p.261).Bythetimethenar- ratormakes this assertion, thethree men havealready unearthed the trea- sure and begun to realize how substantial it is:	(“GB,” p. 254). Yet even though the discovery of the treasure might seem to put an end tothenarrator’squestionsaboutLegrand’ssanity,thenarratorneverreally stopsquarrelingwithandadjustingLegrand’sdesc	C
