filename	page_num	fn_num	fn_text
Donatelli 2019.pdf	17	38	"SeeDavidson,""EthicsasAscetics:Foucault,theHistoryofEthics,andAncient Thought,""inTheCambridgeCompaniontoFoucault,ed.GaryGutting(NewYork,2005), pp.123–48and""Foucault,leperfectionnismeetlatraditiondesexercicesspirituels,""trans. SolangeChavel,inLavoixetlavertu:Variétésduperfectionnismemoral,ed.SandraLaugier (Paris,2010),pp.449–67.ThislineofthoughthasbeenexploredbyDanieleLorenziniinhis Éthiqueetpolitiquedesoi:Foucault,Hadot,Cavelletlestechniquesdel'ordinaire(Paris,2015)."
Donatelli 2019.pdf	18	39	SeeDonatelli,Etica,pp.104–
Donatelli 2019.pdf	18	40	SeeMurdoch,TheSovereigntyofGood(London,1970).
Downie 2025.pdf	2	2	"See""DigitalNegative(DNG),""Adobe,21May2024,helpx.adobe.com/camera-raw/digital -negative.html Marc Downie is an Associate Professor of Practice in the Arts in the Depart- ments of Cinema and Media Studies, Media Arts and Design, and the College at the University of Chicago."
Downie 2025.pdf	3	3	"SeeLongZhaoetal.,""VideoPrism:AFoundationalVisualEncoderforVideoUnder- standing.""arXiv,16June2024,arxiv.org/abs/2402.13217"
Downie 2025.pdf	3	4	"See:YiranXuetal.""VideoGigaGAN:TowardsDetail-richVideoSuper-Resolution."" arXiv,1May2024,arxiv.org/abs/2404.12388"
Downie 2025.pdf	3	5	"SeeJonathanHo,AjayJain,andPieterAbbeel,""DenoisingDiffusionProbabilisticMod- els,""arXiv,16Dec.2020,arxiv.org/abs/2006.11239"
Downie 2025.pdf	4	7	TensorisnowbeingusedbytheAIcommunitytorefertoanyorderedmultidimensional boxofnumbers.
Downie 2025.pdf	4	8	"See,forexample,MarieChatel,""InFocus:MarioKlingemann.""Medium,5Oct.2018,me dium.com/danae/in-focus-mario-klingemann-783533ec91fe"
Downie 2025.pdf	4	9	"IncludingthispioneeringsaleofapurelyGAN-generatedartworkbyObvious;see""Is ArtificialIntelligenceSettoBecomeArt'sNextMedium,""Christie's,11Dec.2018,www.chris ties.com/en/stories/a-collaboration-between-two-artists-one-human-one-a-machine-0cd01f4e232 f4279a525a446d60d4cd1"
Downie 2025.pdf	4	10	GillesDeleuze,FrancisBacon:TheLogicofSensation,trans.DanielW.Smith(NewYork, 2003),p.100.
Downie 2025.pdf	5	11	"RichardSutton.""TheBitterLesson,""13Mar.2019,incompleteideas.net/IncIdeas /BitterLesson.html"
Downie 2025.pdf	6	41	"or O d r N , e in t: t A he Le p x r i i c v a a l te D s a e t c a t b o a r s , e se fo e r D E o n u g g l l i a sh s , B "" . C L o e m na m t, u""n C ic Y at C io : n A sof Large-ScaleInvestmentinKnowledgeInfrastructure,""CommunicationsoftheACM38,no.11 (1995):33–38,andMichaelR.GeneserethandStevenP.Ketchpel,""SoftwareAgents,""Communi- cationsoftheACM37,no.7(1994):48–"
Downie 2025.pdf	6	15	SeeRenéThom,Stabilitéstructurelleetmorphogénèse:Essaid'uneThéoriegénéraledes modèles(Paris,1977).Thisarcmergesearlierattemptsatageneralsystemstheoryinsocialsci- enceswithaspikeininterestaroundchaos,fractals,andcomplexsystems.Inthesemipopular scienceregister,thisappearsinJamesGleick,Chaos:MakingaNewScience(NewYork,1987), runsthroughStuartA.Kauffmam,TheOriginsofOrder:Self-OrganizationandSelectionin
Dumitrescu Smith 2021.pdf	1	1	"SeeE.P.Thompson,""Time,Work-Discipline,andIndustrialCapitalism,""Past&Present 38(Dec.1967):56–"
Dumitrescu Smith 2021.pdf	1	97	CriticalInquiry47(Winter2021) ©2021byTheUniversityofChicago.00093-1896/21/47S2-0012$10.00.Allrightsreserved.
Dumitrescu Smith 2021.pdf	3	3	JohnCassian,TheInstitutes,trans.BonifaceRamsey(NewYork,2000),p.
Dumitrescu Smith 2021.pdf	3	4	"DavidGraeber,""WhatIsaBullshitJob?""BullshitJobs(NewYork,2018),p."
Dumitrescu Smith 2021.pdf	3	5	"KarlMarx,""Capital,VolumeOne,""inKarlMarx:SelectedWritings,trans.LoydD.Easton etal.,ed.LawrenceH.Simon(Indianapolis,1994),p.275."
Dumitrescu Smith 2021.pdf	4	6	SeeJonathanCrary,SuspensionsofPerception:Attention,Spectacle,andModernCulture (Cambridge,Mass.,2001).
Dumitrescu Smith 2021.pdf	4	7	GuyDebord,SocietyoftheSpectacle,trans.pub.,library.nothingness.org/articles/SI/en /display/16
Dumitrescu Smith 2021.pdf	4	8	"SimoneWeil,""AttentionandWill,""GravityandGrace(NewYork,2002),p.116."
Düttmann 2021.pdf	1	1	ThisletterwasoriginallypublishedinthemagazineHundertvierzehn. CriticalInquiry47(Winter2021) ©2021byTheUniversityofChicago.00093-1896/21/47S2-0013$10.00.Allrightsreserved.
Engberg-Pedersen 2025.pdf	1	1	"ThinkJSOU,""UsefulFictionWriter'sWorkshopPromo,""YouTube,13Sept.2022,www .youtube.com/watch?v=tELmQkIqqrc CriticalInquiry,volume51,number2,Winter2025. ©2024TheUniversityofChicago.Allrightsreserved.PublishedbyTheUniversityofChicagoPress.https://doi.org/10.1086/732937"
Engberg-Pedersen 2025.pdf	3	2	PeterWarrenSingerandAugustCole,GhostFleet:ANoveloftheNextWorldWar(New York,2016),p.235;hereafterabbreviatedGF.
Engberg-Pedersen 2025.pdf	4	3	"JamesStavridis,reviewofGhostFleet,GhostFleetBook,www.ghostfleetbook.com/reviews/. SeealsoAshleyParkerandMaggieHaberman,""JamesStavridis,RetiredAdmiral,IsBeingVetted asHillaryClinton'sRunningMate,""NewYorkTimes,13July2016,www.nytimes.com/2016/07/13 /us/politics/james-stavridis-hillary-clinton-vice-president.html"
Engberg-Pedersen 2025.pdf	4	4	"SeeColeandSinger,""ThinkingtheUnthinkablewithUsefulFiction,""JournalofFuture Conflict2(Fall2020),p.5;hereafterabbreviated""TU."""
Engberg-Pedersen 2025.pdf	4	5	"SeeDanDeLuce,""ANovelAboutWarWithChinaStrikesaChordatthePentagon,"" ForeignPolicy,15May2016,foreignpolicy.com/2016/05/15/a-novel-about-war-with-china-strikes -a-chord-at-the-pentagon/"
Engberg-Pedersen 2025.pdf	5	7	"SingerandCole,""HowtoWriteaboutWorldWarIII."""
Engberg-Pedersen 2025.pdf	5	8	"""WhatMakes'UsefulFiction'soUseful?,""UsefulFiction,useful-fiction.com/why/"
Engberg-Pedersen 2025.pdf	6	9	"Seealsotheirstatement:""FICINTnarrativesallowustoleveragethatall-too-humanin- clinationtosetourselvesinimaginedworldsandassumetheiridentitiesandempathies,and thendeployitasameansforeducationandcriticalthinking""(""TU,""p.4)."
Engberg-Pedersen 2025.pdf	6	10	"""ScienceFictionProtypes,""ThreatcastingLab,threatcasting.asu.edu/scifi-prototypes"
Engberg-Pedersen 2025.pdf	6	11	BrianDavidJohnsonetal.,QuantumWinter(WestPoint,NewYork,2018),p.
Engberg-Pedersen 2025.pdf	6	12	SeeUsefulCinema,ed.CharlesR.AclandandHaideeWasson(Durham,N.C.,2011). ConsideralsohowawarfilmsuchasTheBattleofAlgiers(dir.GilloPontecorvo,1966)wasused asatrainingmanualbothbyleft-wingrevolutionariesseekingtolearneffectivemethodsof guerillawarfareandbygovernmentalinstitutionsthatsoughttodevelopeffectivecounterinsurgency
Engberg-Pedersen 2025.pdf	7	13	"SeeespeciallyBarryBuzan,OleWæver,andJaapdeWilde,Security:ANewFramework forAnalysis(Boulder,Colo.,1998);Wæver,""SecuritizationandDesecuritization,""inOnSecurity, ed.RonnieD.Lipschutz(NewYork,1995),pp.46–86;andLeneHansen,""ReconstructingDe- securitisation:TheNormative-PoliticalintheCopenhagenSchoolandDirectionsforHowto ApplyIt,""ReviewofInternationalStudies38(July2012):525–"
Engberg-Pedersen 2025.pdf	7	14	"Wæver,""Aberystwyth,Paris,Copenhagen:New'Schools'inSecurityTheoryandthe OriginsbetweenCoreandPeriphery,""unpublishedpaperpresentedattheannualmeetingof theInternationalStudiesAssociation,Montreal,Canada,17–20Mar.2004,p."
Engberg-Pedersen 2025.pdf	7	15	"Wæver,""SecuritizationandDesecuritization,""p.57."
Engberg-Pedersen 2025.pdf	8	16	"RitaTaureck,""SecuritizationTheoryandSecuritizationStudies,""JournalofInternational RelationsandDevelopment9(Mar.2006):55,54,55.SeealsoWæver,""Securitizationand Desecuritization."""
Engberg-Pedersen 2025.pdf	9	17	M.I.Dragomirov,Ocherki(Kiev,1898),p.7.Forthedevelopmentofthewarnovelin thenineteenthcentury,seealsoAndersEngberg-Pedersen,EmpireofChance:TheNapoleonic WarsandtheDisorderofThings(Cambridge,Mass,2015).
Engberg-Pedersen 2025.pdf	10	18	"SamuelMadden,TheReignofKingGeorgeVI,1900–1925:AForecastWrittenintheYear 1763(London,1899),pp.xxxi,xxvii.SeealsoChristopherClark,""TheFuturesofWar,""Prisoners ofTime:Prussians,GermansandOtherHumans(London,2021),pp.179–"
Engberg-Pedersen 2025.pdf	10	19	EvenastheFranco-PrussianWarof1870gaverisetoanewwaveofanxiety,theBritish fearofinvasiondatesallthewaybacktotheNapoleonicWars.SeeLilyGurton-Wachter, Watchwords:RomanticismandthePoeticsofAttention(Stanford,Calif.,2016).
Engberg-Pedersen 2025.pdf	10	20	"TheshortstoryevenelicitedaresponsefromthePrimeMinister,WilliamEwartGlad- stone,whoinaspeechinSeptemberofthatyearwarnedthepublicagainstthealarmismthe storyhadcaused.SeeIgnatiusFrederickClarke,""TheBreak-InPhase:The'BattleofDorking'"
Engberg-Pedersen 2025.pdf	11	21	ErskineChilders,TheRiddleoftheSands:ARecordofSecretServiceRecentlyAchieved (NewYork,2008),p.
Engberg-Pedersen 2025.pdf	11	22	"Clarke,""TheBreak-InPhase,""p."
Engberg-Pedersen 2025.pdf	11	23	"AdamR.Seipp,""VisionaryBattleScenes:ReadingSirJohnHackett'sTheThirdWorld War,1977–85,""JournalofMilitaryHistory83(Oct.2019):1236.SeealsoSeipp,""It'sWorldWar ThreeAllOverAgain,""WarRoom,13Aug.2020,warroom.armywarcollege.edu/special-series /dusty-shelves/hackett-third-world-war/.Fortheriseofthetechno-thriller,seealsoJ.William Gibson,""RedeemingVietnam:Techno-ThrillerNovelsofthe1980s,""CulturalCritique19(Au- tumn1991):179–202,andLawrenceFreedman,TheFutureofWar:AHistory(NewYork,2017)."
Engberg-Pedersen 2025.pdf	12	25	FortheattunementofClancy'sfictionalendeavorswithUSnationalsecurityinterests duringtheReaganadministration,seeibid.,esp.pp.80–
Engberg-Pedersen 2025.pdf	12	26	"Quotedinibid.,p.162.SeealsoWalterL.Hixson,""'RedStormRising':TomClancy novelsandtheCultofNationalSecurity,""DiplomaticHistory17(Fall1993):599–"
Engberg-Pedersen 2025.pdf	12	27	"GeorgeBush,""RemarksattheCeremonyCommemoratingthe175thAnniversaryof'The Star-SpangledBanner'inBaltimore,Maryland,""TheAmericanPresidencyProject,7Sept.1989, presidency.ucsb.edu/documents/remarks-the-ceremony-commemorating-the-175th-anniversary -the-star-spangled-banner"
Engberg-Pedersen 2025.pdf	13	28	ThefirsteditionofClarke'sseminalbookwasoriginallypublishedasVoicesProphesying War,1763–1984(1966).
Engberg-Pedersen 2025.pdf	13	29	"NatalieVanattaandBrianDavidJohnson,""Threatcasting:AFrameworkandProcessto ModelFutureOperatingEnvironments,""JournalofDefenseModelingandSimulation:Applica- tions,Methodology,Technology16(Jan.2019):81.SeealsoVanattaandJohnson,""Whatthe HeckisThreatcasting?,""Slate,15Sept2017,slate.com/technology/2017/09/threatcasting-in-futurism -attempts-to-imagine-the-risks-we-might-face.html"
Engberg-Pedersen 2025.pdf	14	30	GeorgeTomkynsChesney,TheBattleofDorking:ReminiscencesofaVolunteer(London, 1871),p.
Engberg-Pedersen 2025.pdf	14	31	TomClancy,TheHuntforRedOctober(NewYork,1984),p.
Engberg-Pedersen 2025.pdf	14	32	"TheirsequeltoGhostFleet,anovelfrom2020onthefutureofartificialintelligenceand roboticscalledBurn-In:ANoveloftheRealRoboticsRevolutionconstitutes,accordingtoSinger,a ""package""thatconveys""exactly300researchedinsights""(AIRIP,""TheTrueStoryofUsingFic- tiontoEnhanceRiskIntelligence,""YouTube,28Oct.2021,www.youtube.com/watch?v=qP _i94eP2Ho)."
Engberg-Pedersen 2025.pdf	15	35	ExecutiveSummaryofThe9/11CommissionReport:FinalReportoftheNationalCommissionon TerroristAttacksupontheUnitedStates,p.9,govinfo.library.unt.edu/911/report/911Report_Exec.pdf
Engberg-Pedersen 2025.pdf	16	36	SeeLouiseAmoore,ThePoliticsofPossibility:RiskandSecuritybeyondProbability(Dur- ham,N.C.,2013).
Engberg-Pedersen 2025.pdf	16	37	"""WhatIsSIGMA?,""SIGMAForum,www.sigmaforum.org"
Engberg-Pedersen 2025.pdf	16	38	Thomas,TrainingforCatastrophe,pp.3,
Engberg-Pedersen 2025.pdf	16	39	DonaldRumsfeld,DepartmentofDefensenewsbriefing,12Feb.2002,web.archive.org /web/20160406235718/http://archive.defense.gov/Transcripts/Transcript.aspx?TranscriptID=2636
Engberg-Pedersen 2025.pdf	17	40	Thesequelhasmorethanthreehundredfootnotes.SeeSingerandCole,Burn-In:A NoveloftheRealRoboticRevolution(NewYork,2021).
Engberg-Pedersen 2025.pdf	17	41	UsefulFictionwebsite,useful-fiction.com
Engberg-Pedersen 2025.pdf	17	42	JulianDaleAlford,forewordtoMarineCorpsWarfightingLaboratory,ScienceFictionFu- tures;MarineCorpsSecurityEnvironmentForecast:Futures2030–2045,p.i,www.uscg.mil/Portals /0/Strategy/Marine%20Corps%20Science%20Fiction%20Futures%202016.pdf
Engberg-Pedersen 2025.pdf	17	43	SeeJohnson,QuantumWinter(WestPoint,N.Y.2018),InvisibleForce:InformationWar- fareandtheFutureofConflict(WestPoint,N.Y.2020),andothers.
Engberg-Pedersen 2025.pdf	18	44	"Stavridis,""YearsofMilitaryServiceHelpedInform'2034:ANoveloftheNextWorld War,'""interviewbyMaryLouiseKelly,NPR,18Mar.2021,www.npr.org/2021/03/18/978832042 /years-of-military-service-helped-inform-2034-a-novel-of-the-next-world-war"
Engberg-Pedersen 2025.pdf	18	45	Ibid.
Engberg-Pedersen 2025.pdf	18	46	"SeeJamesA.WinnefeldandMichaelJ.Morrell,""TheWarThatNeverWas?,""Proceedings 146(Aug.2020),www.usni.org/magazines/proceedings/2020/august/war-never-was"
Engberg-Pedersen 2025.pdf	19	47	"SeeSingerandCole,""HowtoWriteaboutWorldWarIII."""
Engberg-Pedersen 2025.pdf	19	48	Forthehistoryoftheideaofwarasanartform,seeEngberg-Pedersen,MartialAesthetics.
Engberg-Pedersen 2025.pdf	19	49	"Fortheimpactofpopularcultureonpolicymakers,seeJ.FurmanDanielIIIandPaul Musgrave,""SyntheticExperiences:HowPopularCultureMattersforImagesofInternational Relations,""InternationalStudiesQuarterly61(Sept.2017):503–"
Engberg-Pedersen 2025.pdf	19	50	"SeeClark,""TheFuturesofWar,""SeealsoClarke,""TheWarfareoftheFuture:The OpeningPhase1763–1871,""VoicesProphesyingWar,p.6."
Engberg-Pedersen 2025.pdf	20	51	"Clark,""TheFuturesofWar,""p.179."
Engberg-Pedersen 2025.pdf	21	54	Thelimitationsofthepoliticalandstrategicmindsetthatgovernsthenationalsecurity novelmayalsoinpartbeexplainedbythesocialandintellectualhomogeneityoftheWashington thinktanksthathouseseveralofthestrategists-turned-authorsincludingSingerandCole.See ArielColonomos,LaPolitiquedesoracles:Raconterlefuturaujourd'hui(Paris,2014).
Engberg-Pedersen 2025.pdf	22	55	ElliotAckermanandStavridis,2034:ANoveloftheNextWorldWar(NewYork,2021), p.44.
Evans Foster 2024.pdf	1	1	AnneBurdicketal.,Digital_Humanities(Cambridge,Mass.,2012).
Evans Foster 2024.pdf	1	2	"SeeMichèleLamontandJoshuaGuetzkow,""HowQualityIsRecognizedbyPeerReviewPan- els:TheCaseoftheHumanities,""inResearchAssessmentintheHumanities:TowardsCriteriaand Procedures,ed.MichaelOchsner,SvenE.Hug,andHans-DieterDaniel(Cham,2016),pp.31–"
Evans Foster 2024.pdf	1	3	"SeeHoytLongandRichardJeanSo,""LiteraryPatternRecognition:Modernismbetween CloseReadingandMachineLearning,""CriticalInquiry42(Winter2016):235–"
Evans Foster 2024.pdf	1	67	CriticalInquiry,volume50,number3,Spring2024. ©2024TheUniversityofChicago.Allrightsreserved.PublishedbyTheUniversityofChicagoPress.https://doi.org/10.1086/728933
Evans Foster 2024.pdf	3	8	"Widelyusedinthedigitalhumanitiesandsciences,""[the]JupyterNotebookisanopen- sourcewebapplicationthatallowsyoutocreateandsharedocumentsthatcontainlivecode, equations,visualizationsandnarrativetext,""(""WhatIsaJupyterNotebook?,""Universityof California,Berkeley,DataHub,datahub.berkeley.edu/hub/)."
Evans Foster 2024.pdf	3	9	Shakespeare,TheTempest,p.
Evans Foster 2024.pdf	3	10	Theneedtoconsiderrobotpedagogybecomesevenmorecriticalasrobotsshiftfrom readerstowritersinthewakeofpowerfulgenerativemodelslikeGPT-3anditsoffspring, ChatGPT.
Evans Foster 2024.pdf	3	11	"SeeIsaacAsimov,""Runaround,""AstoundingScienceFiction29(Mar.1942):94–"
Evans Foster 2024.pdf	3	12	Shakespeare,TheTempest,p.40.
Evans Foster 2024.pdf	4	14	SeeTerryEagleton,LiteraryTheory:AnIntroduction(Malden,Mass.,2011).
Evans Foster 2024.pdf	4	15	"SeeBrianUzzietal.,""AtypicalCombinationsandScientificImpact,""Science,25Oct. 2013,www.science.org/doi/10.1126/science.1240474"
Evans Foster 2024.pdf	4	16	"SeeFoster,Rzhetsky,andEvans,""TraditionandInnovationinScientists'ResearchStrat- egies,""andFengShiandEvans,""SurprisingCombinationsofResearchContentsandContexts AreRelatedtoImpactandEmergewithScientificOutsidersfromDistantDisciplines,""Nature Communications14(2023)."
Evans Foster 2024.pdf	4	17	"SeeLamontandGuetzkow,""HowQualityIsRecognizedbyPeerReviewPanels."""
Evans Foster 2024.pdf	5	21	SeeTheFeministStandpointTheoryReader:IntellectualandPoliticalControversies,ed. SandraG.Harding(NewYork,2004).SeealsoEveKosofskySedgwick,BetweenMen:English LiteratureandMaleHomosocialDesire(NewYork,2015),andNikkiSullivan,ACriticalIntro- ductiontoQueerTheory(NewYork,2003).Forstudiesofpostcolonialtheory,seeHomiK. Bhabha,TheLocationofCulture(NewYork,1994);ContemporaryPostcolonialTheory:AReader, ed.PadminiMongia(NewYork,1996);LeelaGandhi,PostcolonialTheory:ACriticalIntroduc- tion(NewYork,1998);andEdwardW.Said,Orientalism(NewYork,2014).
Evans Foster 2024.pdf	6	25	WethankCriticalInquiry'seditorsforproposingthisusefullectioadabsurdum.
Evans Foster 2024.pdf	6	26	"SeeHirokazuShiradoandNicholasA.Christakis,""LocallyNoisyAutonomousAgents ImproveGlobalHumanCoordinationinNetworkExperiments,""Nature,18May2017,pp.370– 74.Inarecentexperimentoncollectiveintelligence,whenafewhumansubjectswerereplaced withrobots,therobots'randomactiondestabilizedentrenched,suboptimalconfigurationsand unlockedhigherperformanceinthehumancollective."
Evans Foster 2024.pdf	7	27	BrianEnoandPeterSchmidt,ObliqueStrategies:OverOneHundredWorthwhileDilem- mas(Bletchley,1975).
Evans Foster 2024.pdf	7	28	"SeeFoster,Shi,andEvans,""Surprise!MeasuringNoveltyasExpectationViolation,"" SocArXiv,doi.org/10.31235/osf.io/2t46f;seealsoFoster,Rzhetsky,andEvans,""TraditionandIn- novationinScientists'ResearchStrategies.""Wenotethatascholar'ssurpriseisshapedbytheir ownexperienceasascholarandreader.Hereweconsidercollectivesurprise,whichdepends onhowmuchtheliteraryandcriticalcanonisshared."
Evans Foster 2024.pdf	7	29	Shakespeare,sonnet18,inShakespeareandBenJonson,ThePoeticalWorksofWilliam ShakespeareandBenJonsonwithAMemoirofEach(Boston,1879),p.153.
Evans Foster 2024.pdf	8	30	"WallaceStevens,""TheEmperorofIce-Cream,""Harmonium(NewYork,1923),p."
Evans Foster 2024.pdf	8	31	SeeE.T.Jaynes,ProbabilityTheory:TheLogicofScience,ed.G.LarryBretthorst(New York,2003),andDavidEasleyandJonKleinberg,Networks,Crowds,andMarkets:Reasoning aboutaHighlyConnectedWorld(NewYork,2010).Wefindthegeometricpresentationof Bayes'sTheoreminEasleyandKleinbergparticularlyaccessible.
Evans Foster 2024.pdf	9	32	"SeeFlorianPinel,LavR.Varshney,andDebarunBhattacharjya,""ACulinaryComputa- tionalCreativitySystem,""inComputationalCreativityResearch:TowardsCreativeMachines,ed. TarekR.Besold,MarcoSchorlemmer,andAlanSmaill(Dordrecht,2015),pp.327–46.Seealso Varshneyetal.,""ABigDataApproachtoComputationalCreativity,""arXiv,5Nov.2013,arxiv .org/pdf/1311.1213.pdf"
Evans Foster 2024.pdf	10	33	"Technically,theKLdivergenceisnotarealdistanceasitdoesn'tobeytwokeyproper- ties:symmetryandthetriangleinequality.SeeLaurentIttiandPierreBaldi,""BayesianSurprise AttractsHumanAttention,""VisionResearch49,no.10(2009):1295–1306."
Evans Foster 2024.pdf	10	34	SeeLamont,HowProfessorsThink:InsidetheCuriousWorldofAcademicJudgment (Cambridge,Mass.,2009);seealsoBrunoLatour,ScienceinAction:HowtoFollowScientists andEngineersthroughSociety(Cambridge,Mass.,1987).
Evans Foster 2024.pdf	10	35	SeeSedgwick,BetweenMen.
Evans Foster 2024.pdf	11	36	SeeLatour,ScienceinAction.Considertheriseofthedeconstructionistreading,which itselfishistoricallyconditionedandbecameallbutinescapableinprofessionalliterarycriticism inthe1980sand1990s.
Evans Foster 2024.pdf	11	37	"CharlesS.Peirce,""Reasoning,""inProlegomenatoaScienceofReasoning:Phaneroscopy, Semeiotic,Logic,ed.ElizeBisanz(NewYork,2015),p.25;hereafterabbreviated""R."""
Evans Foster 2024.pdf	12	38	"SeeLongandSo,""LiteraryPatternRecognition."""
Evans Foster 2024.pdf	13	39	Seeibid.
Evans Foster 2024.pdf	13	40	SeeIddoTavoryandStefanTimmermans,AbductiveAnalysis:TheorizingQualitativeRe- search(Chicago,2014).
Evans Foster 2024.pdf	13	41	Seeibid.
Evans Foster 2024.pdf	14	42	"SeeKathrynChalonerandIsabellaVerdinelli,""BayesianExperimentalDesign:ARe- view,""StatisticalScience10(Aug.1995):273–"
Evans Foster 2024.pdf	14	43	"SeeIttiandBaldi,""BayesianSurpriseAttractsHumanAttention."""
Evans Foster 2024.pdf	15	44	SeeTheCriticalTradition:ClassicTextsandContemporaryTrends,ed.DavidH.Richter (Boston,2007).
Evans Foster 2024.pdf	15	45	"SeeFrancoMoretti,""NetworkTheory,PlotAnalysis,""StanfordLiteraryLabPamphlet2, 1May2011,litlab.stanford.edu/LiteraryLabPamphlet2.pdf"
Evans Foster 2024.pdf	16	47	"SeeKennethBurke,AGrammarofMotives(Berkeley,1969).SeealsoAlixRule,Jean- PhilippeCointet,andPeterS.Bearman,""LexicalShifts,SubstantiveChanges,andContinuity inStateoftheUnionDiscourse,1790–2014,""PNAS112,no.35(2015):10837–44;JohnW.Mohr etal.,""GraphingtheGrammarofMotivesinNationalSecurityStrategies:CulturalInterpretation,"
Evans Foster 2024.pdf	17	48	SeeMoretti,DistantReading(NewYork,2013).
Evans Foster 2024.pdf	18	53	Wordembeddingmodelsaresometimesreferredtoaslow-dimensionaltechniquesrela- tivetothenumberofdistinctvocabularywordsusedinthecorpus(forexample,twentythou- sand)becausetheyreducethisveryhighdimensionalwordspace.Nevertheless,considered fromtheperspectiveofone-,two-orthree-dimensionalmodelscommontoanalysesofcul- ture,thesespacesarehighdimensional.Thiscomplexityenablesthemtoreproducemuch moreaccuratetotalassociations.
Evans Foster 2024.pdf	19	56	Wecollectedthirty-fiveplaysfromthefirstpublishedfolio,availablefromProjectGu- tenbergandotherplaysandpoemsfromtheearliesteditionavailableontheInternetShake- speareEditionswebsiteelectronicallypublishedbytheUniversityofVictoria,BritishColumbia; seewww.gutenberg.org/ebooks/2270andinternetshakespeare.uvic.ca/.WhiletheShakespeare textslargelypreservetheoriginalspellingandtypographicalerrors,thecorpusofEnglishdia- logueismorevarious.MichaelHartofProjectGutenbergprovidesanaccountoftheirdecision- makinginthetextlinkedabove.
Evans Foster 2024.pdf	19	57	Whilehereweonlyconsiderproximityintext,amoresophisticatedapproachmightex- plicitlyseparatesyntaxfromsemanticcontexttopickupShakespeare'sownlinguisticinnova- tion(forexamplezeroderivation,whenanounisverbedoraverbisnouned).
Evans Foster 2024.pdf	20	59	"OuruseoflogisticregressionisbroadlyconsistentwiththeearlierBayesianframing; undercertainassumptions,N-Bandlogisticregressioncanbeformallyrelated,withtheformer agenerativeandthelatteradiscriminativeclassifier.SeeTomM.Mitchell,""Generativeand DiscriminativeClassifiers:NaiveBayesandLogisticRegression,""1Oct.2020,www.cs.cmu.edu /~tom/mlbook/NBayesLogReg.pdf"
Evans Foster 2024.pdf	20	60	"MattTaddy,""DocumentClassificationbyInversionofDistributedLanguageRepresen- tations,""inProceedingsoftheConferenceVolume2:ShortPapers,vol.2ofThe53rdAnnual MeetingoftheAssociationforComputationalLinguisticsandthe7thInternationalJointConference onNaturalLanguageProcessingoftheAsianFederationofNaturalLanguageProcessing,2vols. (RedHook,N.Y.,2015),2:45–49."
Evans Foster 2024.pdf	21	62	SeeBoas,ShakespeareandHisPredecessors,andErnestSchanzer,TheProblemPlaysof Shakespeare:AStudyofJuliusCaesar,MeasureforMeasure,AntonyandCleopatra(NewYork, 1965).NotethatvariouscommentatorshaveconsideredbothHamletandAntonyandCleopatra tobeproblemplaysaswell.
Evans Foster 2024.pdf	21	63	Proximityiscalculatedbythecosinesimilaritybetweendocumentvectors.Inhigh- dimensionalvectorspaces,theratiobetweensurfaceareaandvolumeincreases,makingtheangle betweenvectorsmoremeaningfulthanaEuclideanorstraight-linedistance.
Evans Foster 2024.pdf	22	64	"T.McAlindon,""Language,Style,andMeaningin'TroilusandCressida,'""PMLA84 (Jan.1969):"
Evans Foster 2024.pdf	22	65	"JoelFineman,""Shakespeare'sWill:TheTemporalityofRape,""Representations20(Au- tumn1987):"
Evans Foster 2024.pdf	22	66	Thisisalmosttoogoodtobetrue.
Evans Foster 2024.pdf	22	67	Wenotesomelimitationsandcomplexityinthegenderedinferencesthatcanbemade fromthissection.Manwasoftenusedtoindexboththemalegenderandthehumanspecies. Insofaraswomanalwaysimpliesgender,manmeansmorethings,complicatingtheprecisena- tureandgeneralityofthemisogynyweidentifyhere.
Evans Foster 2024.pdf	26	71	"Explicitlyaddingrich,theoreticallydrivenpriorstotheseandrelatedmodelswouldal- lowustofollowDa'smandatethatwe""usethem[functionalmodels]inaccordancewiththeir truefunctions""(""CC,""p.620).Butourobjectivesmaybedifferentfromthesocialandnatural sciencesandsothecustomizationoftheseobjectives,asinthegrowingfieldofcomputational creativity,iscriticalifwearetoconstructrobotswithwhichtothinkwell."
Evans Foster 2024.pdf	27	73	"Thereisadebateovertheterminologyhere.LargelanguagemodelslikeBERTand GPTcomepretrainedonmassivecorpora,typicallydrawnfromtheWeb.Ifscholarsseekto adjustsuchmodelstospeakinthetraditionofaparticularcollectionoftexts,theymaytrain themtobestpredictthelanguageofthosetexts.Thisisalsotypicallycalledpretraining,or sometimesfine-tuning,butfine-tuningisoftenreservedforcustomizingmodelsthatperforma predictiontask(likeansweringquestions)beyondreproducingasampleoflanguage.Thechal- lengeassociatedwithadjustingamodelwithhundredsofmillionsofparametersormoreto speakwithinagivenscholarlytraditionbasedonlimitedtextisunderscoredbyafamoustech- nicalpaperonthetopic;seeSuchinGururanganetal.,""Don'tStopPretraining:AdaptLan- guageModelstoDomainsandTasks,""arXiv,5May2020,arxiv.org/pdf/2004.10964.pdf."
Farmer 2019.pdf	2	2	"EmmanuelKwakuAkyeampong,""DiseaseinWestAfricanHistory,""inThemesinWest Africa'sHistory,ed.Akyeampong(Athens,Ohio,2006),p."
