work_key	work_title	work_author	total_candidates	sampling_method	sampling_seed	sampled_n	include_substantive_n	include_mention_n	broad_visibility_include_n	exclude_non_scholarly_n	exclude_unrelated_n	unclear_n	error_n	broad_visibility_rate_among_decided	model	prompt_version
/works/OL7730788W	The Rock	Bradfute Warwick	16	uniform_reservoir_sampling	20260713	16	0	0	0	12	4	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL24318597W	The Scarlet Letter	Nathaniel Hawthorne	796	uniform_reservoir_sampling	20260713	40	32	1	33	2	3	2	0	0.868	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL455546W	The Scarlet Letter	Lake Education	36	uniform_reservoir_sampling	20260713	36	12	6	18	9	8	1	0	0.514	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1253285W	The Scarlet Pimpernel	Orczy, Emmuska Orczy	8	uniform_reservoir_sampling	20260713	8	1	1	2	6	0	0	0	0.250	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39108W	The Secret Agent	Conrad, Joseph	285	uniform_reservoir_sampling	20260713	40	30	0	30	4	2	4	0	0.833	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL38827W	The shadow-line	Conrad, Joseph	71	uniform_reservoir_sampling	20260713	40	25	1	26	13	0	1	0	0.667	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL52246W	The Shape of Things to Come	H. G. Wells	16	uniform_reservoir_sampling	20260713	16	9	0	9	2	3	2	0	0.643	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL82870W	The Sound and the Fury	William Faulkner	492	uniform_reservoir_sampling	20260713	40	31	0	31	5	1	3	0	0.838	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL18561767W	The story of an African farm	Olive Schreiner	74	uniform_reservoir_sampling	20260713	40	33	2	35	4	1	0	0	0.875	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL62979W	The Sun Also Rises	Ernest Hemingway	416	uniform_reservoir_sampling	20260713	40	21	4	25	9	3	3	0	0.676	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL81599W	The talisman	King, Stephen	13	uniform_reservoir_sampling	20260713	13	2	2	4	7	2	0	0	0.308	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL52267W	The Time Machine	H. G. Wells	233	uniform_reservoir_sampling	20260713	40	22	1	23	7	8	2	0	0.605	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL32089427W	The trial	Yonge, Charlotte Mary	4	uniform_reservoir_sampling	20260713	4	2	0	2	2	0	0	0	0.500	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL276386W	The Turn of the Screw	James, Henry	280	uniform_reservoir_sampling	20260713	40	24	1	25	13	2	0	0	0.625	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39316W	The Waves	Virginia Woolf	358	uniform_reservoir_sampling	20260713	40	28	0	28	4	4	4	0	0.778	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL22372W	The way of all flesh	Butler, Samuel	35	uniform_reservoir_sampling	20260713	35	25	7	32	1	2	0	0	0.914	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL111382W	The Yearling	Marjorie Kinnan Rawlings	14	uniform_reservoir_sampling	20260713	14	3	4	7	4	2	1	0	0.538	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39575W	The years	Virginia Woolf	199	uniform_reservoir_sampling	20260713	40	17	2	19	8	12	1	0	0.487	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL468488W	This Side of Paradise	F. Scott Fitzgerald	99	uniform_reservoir_sampling	20260713	40	22	2	24	6	7	3	0	0.649	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL35383W	Three Lives	Gertrude Stein	50	uniform_reservoir_sampling	20260713	40	30	2	32	4	3	1	0	0.821	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1217993W	Three soldiers	John Dos Passos	31	uniform_reservoir_sampling	20260713	31	19	2	21	6	2	2	0	0.724	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL39396W	To the Lighthouse	Virginia Woolf	634	uniform_reservoir_sampling	20260713	40	27	1	28	4	4	4	0	0.778	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL25639159W	Tom Sawyer	Mark Twain	277	uniform_reservoir_sampling	20260713	40	16	6	22	14	4	0	0	0.550	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL24034W	Treasure Island	Robert Louis Stevenson	155	uniform_reservoir_sampling	20260713	40	20	6	26	6	6	2	0	0.684	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL40252771W	Turn of the Screw	Henry James	280	uniform_reservoir_sampling	20260713	40	29	1	30	9	1	0	0	0.750	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL1217995W	U.S.A	John Dos Passos	106	uniform_reservoir_sampling	20260713	40	26	3	29	7	3	1	0	0.744	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL35695219W	Ulysses	James Joyce	2194	uniform_reservoir_sampling	20260713	40	22	5	27	9	2	2	0	0.711	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL38753W	Under Western Eyes	Conrad, Joseph	181	uniform_reservoir_sampling	20260713	40	26	3	29	6	1	4	0	0.806	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL93840W	Une vie	Guy de Maupassant	54	uniform_reservoir_sampling	20260713	40	19	0	19	7	4	10	0	0.633	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL5721561W	Vile Bodies	Evelyn Waugh	24	uniform_reservoir_sampling	20260713	24	16	4	20	0	2	2	0	0.909	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL17711195W	Virginia	Maie Dove] [from old catalog Day	5433	uniform_reservoir_sampling	20260713	40	0	0	0	15	25	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL42516882W	Waverley	Scott, Walter	346	uniform_reservoir_sampling	20260713	40	26	2	28	10	1	1	0	0.718	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL74504W	White Fang	Jack London	55	uniform_reservoir_sampling	20260713	40	22	5	27	10	2	1	0	0.692	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL83012W	Winnetou	Karl Friedrich May	44	uniform_reservoir_sampling	20260713	40	22	3	25	13	1	1	0	0.641	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL104609W	Wolf Solent	J. S. Powys	8	uniform_reservoir_sampling	20260713	8	7	0	7	1	0	0	0	0.875	gpt-5-mini	literary_visibility_v4_final_20260818
/works/OL9655996W	You Can	George Matthew Adams	274	uniform_reservoir_sampling	20260713	40	0	0	0	24	16	0	0	0.000	gpt-5-mini	literary_visibility_v4_final_20260818
