filename	sent_idx	sentence
Foucault 2020.pdf	8	"TheinterviewerisreferringtooneofMichelFoucault'sdispatchesfromIranthatap- pearedinCorrieredellaSerain1978,which,atthattime,wasMichelFoucault'sonlyotherin- vocationofthenotionofpoliticalspiritualitytodescribeIran;seeMichelFoucault,""Àquoi rêventlesIraniens?""Ditsetécrits,ed.FrançoisEwald,DanielDefert,andJacquesLagrange, 2vols.(Paris,2001),2:694.ForFoucault'sreportsonIranforCorrieredellaSera,seetheap- pendixtoJanetAfaryandKevinB.Anderson,FoucaultandtheIranianRevolution:Genderand theSeductionsofIslam"
Foucault 2020.pdf	9	122 Michel Foucault / Political Spirituality Shouldn't it instead be up to those who react with such hostility toexplainthereasonsthatleadthemtobesoresistant?
Foucault 2020.pdf	10	NOUVEL OBSERVATEUR: Right.
Foucault 2020.pdf	11	"We'll consider bothsides, but for your part, whenyouemploytheexpression""politicalspirituality,""whichischarged withsomanyconnotations—especiallythesecondword—inourtra- ditionsandinourminds,couldyouexplainwhatyoumeanbythat?"
Foucault 2020.pdf	12	Isthisexpressionmerelydescriptiveinnature?
Foucault 2020.pdf	13	FOUCAULT:Itriedtofindoutwhathadbeen,andstillis,theforcethatcan confrontanappalling,terribleregime—andterriblystrong,asithasan army and an absolutely immense police force—with a whole popu- lation, who are barehanded, since they are unarmed.
Foucault 2020.pdf	14	I don't know if they hide arms somewhere, but they must hide them well, and they mustnothavetoomanyofthem,astheyhaven'tusedanysofar,even thoughtherearedozensanddozensofdeathseachday.
Foucault 2020.pdf	15	So, what is that force that involves both a fierce, obstinate will to rise up, renewed on a daily basis, and the acceptance of sacrifice, theverysacrificesoftheindividualsthemselveswhoarewillingtodie?
Foucault 2020.pdf	16	It's clear that we shouldn't be looking for it in a political ideology like Marxism, nor in a sort of revolutionary ideology in the Western sense of the term, but elsewhere.
Frank et al 2024.pdf	0	"Situation: A Narrative Concept Marcie Frank, Kevin Pask, and Ned Schantz HereisthesituationinShirleyJackson's""TheLottery""(1948):onceayear, aNewEnglandtownstonesoneofitsresidentstodeath.Thestory'sparticular victimandhowexactlythesacrificeunfoldsareofminorinterestcomparedto thisoverwhelmingannualritual.InAlfredHitchcock'sTheBirds(1963),the situationis that birds have started attacking humans."
Frank et al 2024.pdf	1	Various incompatible explanations arise, but the film does not confirm a cause.
Frank et al 2024.pdf	2	In Franz Kafka's Metamorphosis (1915), Gregor Samsa wakes up as a bug.
Frank et al 2024.pdf	4	Neither plot nor character captures what sets these famous stories apart.
Frank et al 2024.pdf	5	Theideaofsituationiswhatpermitstheiressentialcontourstobedistilled, recognized,andindeed,interpreted.
Frank et al 2024.pdf	6	Butnosooneristheiressencegleanedthantheparticularsreturnanda secondoperationbegins:takingstockofthesituation.InTheBirds,forin- stance,weobservetheattackpatterns,themarshallingofresources,andthe fortificationofthehouse.Inventories,calculation,andthickdescriptionde- layarushtointerpretation.Thetermsituationthereforepullsattentionin twoequal and opposite directions: towards thegeneral conditions and to- wardstheirspecificfeatures.Ononehand,situationssolicitpatternrecog- nitionand encourageschematic
Frank et al 2024.pdf	7	660 Marcie Frank, Kevin Pask, and Ned Schantz / Situation whatlinesofsightopenupandcloseoff—theseandmyriadotherdetailsin- formourassessment.
Frank et al 2024.pdf	8	"Narrativesituationsmaybeconfinedtotheexperienceofasinglecharacter ormayencompasstowns,regions,orworlds.Theymaypreexistthebeginning ofanarrative,serveasanopeningpremise,oremergeatanytime,andtheymay ormaynotcometoanend.Theymaybeimmediatelyevidenttocharactersor maybedisclosedgraduallytogreateffectderivedfromdiscrepanciesbetween characterandaudienceawareness.Yetdespitethisflexibility,situationsimply rules,conventions,andnorms,aswhenJaneAustensardonicallycomments inEmma(1815)that""humannatureissowelld"
Franta Silver 2024.pdf	0	Sentiment Analysis and the Sentimental Novel Andrew Franta and Sean Silver 1.
Franta Silver 2024.pdf	1	"Introduction Thisarticleaskswhattheemergingfieldofsentimentanalysismightteach usaboutthesentimentalnovel,andviceversa.Asinglenameforalooseas- sortment of text-mining techniques, sentiment analysis has become nearly ubiquitousinthemonitoringandmanagementofconsumeropinionacross awiderangeofbusinessandmarketingenvironments.Itstargetisnotthe oldfigureofmarketanalysis,theeconomicmanorrationalactor—""abeing who,""inJohnStuartMill'swords,""desirestopossesswealth,andwhoisca- pableofjudgingofthecomparativee"
Franta Silver 2024.pdf	2	But its reductions areequallybreathtaking.Sentimentanalysismaintainsthatfeelingisaprop- erty of language that can be measured and counted.
Franta Silver 2024.pdf	3	"It works by compiling thousandsorevenmillionsofdocuments,especiallypublicdocumentsre- sponding to products, services, individuals, and events, and summarizing themintosimplifiedmeasuresoftheiroverallaffectivetone.Thoughittakes aim at the ways that people feel, individually and collectively, the goal of transformingtext-basedsentimentsintosimplifiedmetricsthatcharacterize someaspectofamarketisthecynicalaimof""understandingthecustomer"" ""intoday'scustomer-orientedbusinessculture.""2Itishard,inthislig"
Franta Silver 2024.pdf	5	"JohnStuartMill,""OntheDefinitionofPoliticalEconomy;andontheMethodofPhilo- sophicalInvestigationinthatScience,""LondonandWestminsterReview4(Oct.1836):12."
Franta Silver 2024.pdf	7	"AlexanderLigthart,CagatayCatal,andBedirTekinerdogan,""SystematicReviewsinSenti- mentAnalysis:ATertiaryStudy,""ArtificialIntelligenceReview54(2021):4998,link.springer .com/article/10.1007/s10462-021-09973-3 Onthefaceofit,sentimentanalysiswouldappeartobeatoughselltoa disciplineasdeeplyinvestedincomplexityasliterarystudies.Itwouldseem tobeanespeciallypoorfitforthesentimentalnovel,aformofexpressionded- icatedtoexploringorextendingthepossibilitiesofhumanaffect.Itwillsur- prise no humanist to hear that,"
Franta Silver 2024.pdf	8	In fact, the limitations of such approaches corre- spondverycloselywithwhatliteraryscholarscallform,thefeaturesorqual- ities of texts that frame but also exceed or escape their semantic content.
Franta Silver 2024.pdf	9	"Computationalapproachesnotoriously struggle,forinstance,witheventhe simplest instances of irony or reported speech; they are yet more ill-suited totheanalysisofcomplexaffectivestatesandformalprinciplesliketheregret ofmissedopportunities,""regulatedhatred,""orfreeindirectstyle.3Moreover, whilesomerecentapproacheshavehadsomesuccessinalgorithmicallyiden- tifyingcertainformalpatterns(somuchsothatanaphoraresolutionisnow an established subfield of res"
Galison 2019.pdf	0	21 1773 July : Disputation, Poetry, Slavery Peter Galison 1.
Galison 2019.pdf	1	"Reasoned and Spiritual Exercises OnWednesday,21July1773,EliphaletPearsonandTheodoreParsons, twograduatingstudentsfromHarvardCollege,publiclydisputedwhether theenslavementofAfricanswascompatiblewithnaturallaw.Thepolitical tensionofthemomentdidnotsparethecollege.In1768–69,Britishtroops stationed in King Street (now State Street) leveled their cannons at the State House door, no doubt concentrating the minds of the legislators (""we have a right to deliberate, consult, and determine"" they protested)"
Galison 2019.pdf	3	"""TheSpiritedAddressoftheHouseofRepresentativesofBostontoGovernorBernard, withTheirResolutions,May31,1769,""inPoliticalRegisterandImpartialReviewofNewBooks (London,1769),p.103."
Galison 2019.pdf	4	352 Peter Galison / 21 July 1773 protestersintheBostonMassacreof5March1770,whilethetwostudents inquestionwerefreshmen.Intheheatoftheseevents(July1770),lieuten- antgovernorThomasHutchinson,aknownroyalist,movedthelegislature to Harvard's venerated Philosophy Chamber, a room of learning then filledwithart,minerals,plants,andscientificinstruments.Thatsameyear amobroseagainstloyalistHutchinson'ssons,andboycottenforcersplas- tered his nephew's house with urine and feces.
Galison 2019.pdf	5	When it came time for GovernorHutchinsontoheadtoHarvardYardtooverseethe1773gradu- ation, he—no doubt still reeling from such actions by colonial mobs— assembled an armedteam oftwelve toescorthim fromhis refuge inMil- tontoRoxbury.Ther
Gallagher 2024.pdf	0	I A Response to Benedict S.
Gallagher 2024.pdf	1	"Robinson, "" "" The True Story of Fictionality Catherine Gallagher BenedictRobinson'sarticleisanimportantcontributiontothehistories ofboththenovelandtheconceptoffictionality(seeBenedictS.Robinson, ""TheTrueStoryofFictionality,""CriticalInquiry50[Spring2024]:543–64)."
Gallagher 2024.pdf	2	His account ofthedissemination inearlymoderngrammar schools ofan- cient rhetorical categories that articulate similar concepts sheds light on howElizabethanandearlyseventeenth-centuryliteraturewaswrittenandre- ceived,andhisanalysisofallthewaysinwhichtheatricalcomedyanticipated novelisticfictionalityisrevelatory.Indeed,Ifindverylittletodisagreewithin hisessay.
Gallagher 2024.pdf	3	"I would happilyanswer hisquestion—""Ispremodernfictionality reallyfictionality?""—intheaffirmativeandsignontohisthesisstatement: Premodernfictionalityisnotidenticaltoitsmoderndescendants.Ithas adifferentvocabulary;itsparadigmaticexamplesarepoetryanddrama, notthenovel.Itisneverthelesstheancestorofmodernfictionality.At- tendingtoitcanhelpusthinkbetteraboutmodernfictionalityaswell."
Gallagher 2024.pdf	4	"[p.550] So,thefactthatRobinsonintroduceshisessayasarebuttaltooneIpub- lishedacoupleofdecadesago,titled""TheRiseofFictionality,""puzzlesme.1 Hisoppositionalstancemaypartlybeduetotherhetoricalneedweallhave to identify and overturn some previous consensus."
Gallagher 2024.pdf	5	It's also likely, though, thatthebrevityandradicalcompressionoftheargumentinmyarticlehave created some misunderstandings about my historical claims.
Gallagher 2024.pdf	6	I'm happy to takethisopportunitytoclearupsomeofthemisconceptions.
Gallagher 2024.pdf	8	"SeeCatherineGallagher,""TheRiseofFictionality,""inHistory,Geography,andCulture, vol.1ofTheNovel,ed.FrancoMoretti,2vols.(Princeton,N.J.,2006),pp.336–63."
Gallagher 2024.pdf	9	772 Catherine Gallagher / Critical Response Robinsonmainlytakesissuewiththefirstpartofmyessay,whichgivesa veryshortprecisofanargumentImadeatlength,overseveralchapters,ina bookcalledNobody'sStory(1994).2Intheessay'sshorthand,Iclaimthatby announcing and explaining the rationale for their own fictional practices, eighteenth-century British novelists brought the general concept and cate- goryoffictionalityplainlyintoviewforordinaryreaders.Icallthatactivity ofarticulatingthequalitythatmakesaworkficti
Gallagher 2024.pdf	10	"Robinsonflagsseveralpotentiallyconfusingimplicationsofthatabridged versionofmyargument.First,hesuggeststhatbyclaimingthenovel""discov- ered""fictionality,Iimplythatfictionalworksbeforethemid-eighteenthcen- turywerenotrecognizedassuchorwerenotobjectsoftheoreticaldiscourse (quoted on p."
Gallagher 2024.pdf	12	By notrecognizing the earlier discourses, he charges, I presentth
Galloway 2022.pdf	0	Golden Age of Analog Alexander R.
Galloway 2022.pdf	1	Galloway Oh, fordays long gone, when intellectuals sparredover symbolicecon- omies and cultural logics.
Galloway 2022.pdf	2	Gone are those heady chats about écriture and thepleasuresoftextuality.Howquaintwoulditseemtodayforacritictopro- claim, defiant, that there is nothing outside of the text.
Galloway 2022.pdf	3	Who speaks that way anymore?
Galloway 2022.pdf	4	Who speaks of word, symbol, text, code, economy, social struc- tures,orculturallogics?Ofcourse,manyofusstilldo;nevertheless,thislan- guagefeelsreminiscentofanothertime.Or,tobemoreprecise,thelanguage oflanguageisreminiscentofanothertime.
Galloway 2022.pdf	5	The world is awashindata, yet these days itismuch morecommon to encounterscholarlytakesonaseriesofdistinctlynondigitalthemes:books aboutaffectorsensation;treatisesonaestheticsasfirstphilosophy;essayson theethicalturn(turningawayfromthepolitical)oronrealmateriality(turn- ing away from symbolic abstraction); manifestos proclaiming, defiant, that thereisnothingoutsideofthereal.
Galloway 2022.pdf	6	Agenerationago,thetheoreticalhumanitieswasfixatedoncodes,logics, thearrangementoftexts,andthemachinationsofthesymbolicorder.Today thetheoreticalhumanitiesismorelikelytoaddresstopicssuchasperception, experience,indeterminacy,orcontingency.Whyinthedigitalagehavesome ofourbestthinkersturnedtowardcharacteristicallyanalogthemes?
Galloway 2022.pdf	7	A Decline in Symbolic Efficiency Yetthisisalreadytakingalotforgranted.Doesn'tdigitalmeancomputers andtheinternet?Anddoesn'tanalogrefertoolderformatslikephonograph recordsorthemovies,thosedustyandgrainyartifactsofyorerunningoffan Unlessotherwisenoted,alltranslationsaremyown.
Galloway 2022.pdf	9	Galloway / Golden Age of Analog electric motor or perhaps even cranked by hand?
Galloway 2022.pdf	10	"Why equate digital with word, symbol, text,code, and logic, whiledefining analogviaaffect,experi- ence,contingency,andthereal?1 Analogrepresentationworksthroughcontinuityorcontinuousvariation, whereas digital representation works through discrete units like letters or integers.Atthesametimethephrase""ananalogofsuchandsuch""signifies comparisonorsimilarity,fromtheoldGreekanalogosmeaning""proportion- ate.""(AnalogistheAmericanspellingoftheBritishanalogue,althoughana- logue persists in American English"
Galloway 2022.pdf	11	Debateoverthedefinitionanduseofdigitalandanaloggobackatleast to the development of electronic digital computers in the 1940s and '50s.
Galloway 2022.pdf	12	"""Everydigitaldeviceisreallyananalogicaldevice,""wasNorbertWiener'sun- varnishedpronouncementattheMacyConferenceof1949.2Ayearlater,John vonNeumannwouldvoicehisownversionofthiskindofanalogreduction: ""Inalmostallpartsofphysicstheunderlyingrealityisanalogical,thatis,the truephysicalvariablesareinalmostallcasescontinuous,orequivalenttocon- tinuousdescriptions.Thedigitalprocedureisusuallyahumanartifactforthe sakeofdescription.""3AlanTuringwas"
Galvin 2022.pdf	0	Transcreation and Self-Translation in Contemporary Latinx Poetry Rachel Galvin noCheinthisnoche avoid Evita nomotorcycle inthesediaries don'tbother guessingthis loco'smotive thisloca'sstride theglobe'srefraction indrive-thru windows workers oftheworld takeoffyourpaper hats ..
Galvin 2022.pdf	2	"estanocheno Che evita aEvita nohaymotocicleta enestosdiarios no detendrás mimociónde loco minación (dis) localarefracción delglobo en ventanasdeservicarro obrerosdelmundo quítense susgorros depapel —UrayoánNoel, ""SignsoftheHemisphere/Letreros delhemisferio""1 PuertoRicanwriterUrayoánNoel's""SignsoftheHemisphere/Letreros delhemisferio""isaself-translatedpoem.Inbothversions,thereaderisin- vitedtolistentothewordsinsidethewords,suchasthe""noChe""innocheor ""loco"" in locomotive."
Galvin 2022.pdf	3	Phonemes are tucked within each other like Russian dolls.Thetranslingualpunningremindsreadersthatwordshideotherwords and other worlds within them, that Spanish hides within English and vice versa,thatglobalizationhideswithinhotmealsandisdevouredbylegions, andthatlanguageisacurrencythatmovesacrossglobalspaces,resignifying innewcontextslikethepaperhatwornbyafast-foodworker.Noel'sdiver- gentversionspointedlycontrastwiththetraditionalviewoftranslationasthe transference of semantic invariants from a 
Galvin 2022.pdf	5	"UrayoánNoel,""SignsoftheHemisphere/Letrerosdelhemisferio,""inBuzzingHemi- sphere/Rumorhemisférico(Tucson,Ariz.,2015),pp.99,100;hereafterabbreviated""S."" toanoriginalinfavorofinventiveness,sonicpropulsion,andproliferationof meaningbetweenandacrosscoexistingversions."
Galvin 2022.pdf	6	"OthercontemporaryUSLatinxwriters(Latinxisagender-neutralterm forLatina/o)havecraftedtermstodescribeself-translationpracticesfueled byasimilarpoetics.Thesetermsshareanemphasisonunevenness,divaga- tion,opennesstotransformation,and,aboveall,innovativerewriting.Raquel SalasRivera'sneologisms""poequivalent""and""poequivalente""designateself- translations that set aside the idea of equivalence between source text and target text in favor of re-creations.2 Mónica de la Torre has described her process of se"
Gandhi 2021.pdf	0	Skeptical Conditions Leela Gandhi 1 June 2020 But He's Much Bluer than When I Went Away Manyofuswillrecognizetwocognitivephenomenafromtheintenseex- perience of thecoronavirus lockdown.
Gandhi 2021.pdf	1	The first is fairly ubiquitous.
Gandhi 2021.pdf	2	It is a perceptionthatsomethingisaslikelytohappenasnot.Itisaslikelyasnot therewillbeavaccinebythesummerof2021.ItisaslikelyasnotCOVID-19 isheretostay.Educationalinstitutionsareaslikelyasnottoconveneinper- sonatsomepointinthecomingacademicyear.Mostcountriesareaslikely asnotinthedeepestrecessionsincetheGreatDepression,andsoon.Fore- bodingsofthistypeindexthedisquietofourtimes.Theyalsoindexacon- dition of skepticism—in the precise philosophical sense of the term.
Gandhi 2021.pdf	3	Such obtains from diverse intersecting traditions, as South Asian Mādhyamika Buddhism,HellenisticPyrrhonism,somechaptersofAmericanpragmatism andEuropeanpoststructuralism,included.1 Philosophicalskepticismdescribestheequalityofallantilogies.Thismeans that cheerfulness and dejection, pleasure and pain are random points in a torqueorshadesofthesamepalette.Eachleadstotheotherandbackagain.
Gandhi 2021.pdf	4	Aswell,eachholds,eachfailstohold,eachbothholdsandfailstohold,each neitherholdsnorfailstohold.ThePyrrhonistandBuddhistso-calledtetra- lemmaformulaofnoncontradictiongetstotheheartofthematter.Anypo- sitionortheoryorbelief(indeed,anydeed,act,oradvantage)isnomorethan itisnot;itbothisandisnot;itneitherisnorisnot.
Gandhi 2021.pdf	6	"Ontheconceptoftheepoché,seeW.J.T.Mitchell,""GroundhogDayandtheEpoché,"" in""PostsfromthePandemic,""anonlinesupplementtoCriticalInquiry47(Winter2021): S95–97."
Gandhi 2021.pdf	7	S116 Leela Gandhi / Skeptical Conditions Thesecondcognitivephenomenonathandishardertopindown.Itisa stateofconsciousnessaboutsomethingwehaveknownforaverylongtime withoutbringingtotheforefrontofunderstanding.Theexperienceissim- ilartoanahamoment.Aha!Thevirtualfaceismorecompanionablethan thetelephonicvoice.Aha!Distractionservesconcentrationbetterthanho- mogenousemptytime.Aha!Consumerismmaybebadforthesoul,butit certainlyenergizesthespirit.Therearemoreexactingexamples.Thedispro- portionateCOVID-19-re
Gandhi 2021.pdf	8	The mass exodus of starving migrant workers making their way home from locked-down cities in India is arguably the worstsuchafterPartition.Yetitrelaysnonewdata.Itisastarkrésuméof knownunknowns:everysingleaspectofroutinelifestyleinthesubcontinent runsonthebackofprecariousinformallivelihoods.
Gandhi 2021.pdf	9	Thetwophenomenaunderreviewmayseemincongruousbutareclosely linked.
Gandhi 2021.pdf	10	Skeptical conditions (those we cultivate and that beset us, as at the present world-historical moment) are not ends in themselves.
Gandhi 2021.pdf	11	Nor are theyalibiforexistentialdefeatismandtheviewthattheexternalworldisjust arumor.Madeoverasspiritualexercisestheyshowthewaytoataraxia,the Greek word for undisturbedness, and tosthitaprajña, the Sanskrit word for something like a standing-still mentality.
Gang 2022.pdf	0	"Derek Jarman and Everything That Is the Case Joshua Gang Broadly speaking, Ludwig Wittgenstein's Tractatus Logico-Philosophicus examineswhatkindsoflanguagecandescribethephysicalworldandwhat kindsofconceptscanbederivedfromthatlanguage.Actually,whatwethink ofas""theworld,""Wittgensteinargues,isnotaphysicalplaceoraconceptual whole.It'sacollectionofempiricalpropositionsmadeaboutobjects—""ev- erythingthat is the case.""1 Thesestatements form a ""picture"" oftheworld, which amounts to a ""model of reality"" ("
Gang 2022.pdf	2	"The difficulty, Wittgensteinclaims,isthatlotsofthingsaremissingfromthispicture.It's incapableof conveying phenomena that possess properties outside its own composition: ""The picture can represent every reality whose form it has."
Gang 2022.pdf	3	"The spatial picture, everything spatial, the coloured, everything coloured, etc"" (T, §2.17–2.171, p."
Gang 2022.pdf	5	"Therefore those aspects of experiencethat can't beexpressedinphysicallanguagehavetobeleftoutofthepicture.Andthis ispreciselytheproblemwithabstractions,whichdon'thavephysicalprop- ertiesorlocations.Inaphysicaldescriptionoftheworld,Wittgensteinrea- sons, ""there can be no ethical propositions."
Gang 2022.pdf	9	Ethics are transcendental.
Gang 2022.pdf	10	"(Ethicsandaestheticsareone)""(T,§6.42–6.421,p.88).Inotherwords:ethics and aesthetics ""are one"" because they are metaphysical concepts—they're statementsofvalueandinthatwaycan'tbederivedfromphysicallanguage MythankstoBasiliskCommunications,theBritishFilmInstitute,JamesMackay,theKeithCol- linsMemorialTrust,theManchesterArtGallery,andtheAmandaWilkinsonGalleryforallowing metoreproduceimagesofDerekJarman'swork.Iwouldalsoliketoexpressmygratitudetothe editorsofCriticalInquiryfortheirincrediblyhelpfulfee"
Gang 2022.pdf	12	LudwigWittgenstein,TractatusLogico-Philosophicus,trans.anded.C.K.Ogden(London, 1922),§1.0,p.25;hereafterabbreviatedT.
Gang 2022.pdf	13	632 Joshua Gang / Derek Jarman and Everything That Is the Case alone.
Gang 2022.pdf	14	They transcend the purely physical language's limits.
Gang 2022.pdf	15	Wittgenstein's point,however,isn'tthatphilosophersshouldn'ttalkaboutethicsoraesthet- ics.Instead,it'sthatyoucan'texpresssuchconceptsinalanguagethathasno wordsforthem—thesamewayyoucan'ttakeavisualpictureofanabstrac- tion.Thephilosopherwhospeaksinsuchaphysicallanguagehasnochoice but to stay silent about these metaphysical things.
Gang 2022.pdf	16	"""Whereof one cannot speak,"" the Tractatus famously concludes, ""thereof one must be silent"" (T, §7.0,p.90).2 TheversionofWittgensteinweencounterinDerekJarman'sWittgenstein (1993),whichpremieredonlymonthsbeforeJarman'sdeath,addsatermto this list of unspeakable topics: homosexuality."
Gang 2022.pdf	17	It's a surprising addition.
Gang 2022.pdf	18	"For whiletherehavebeenmanyeffortstocensorrepresentationsof""'thelovethat darenotspeakitsname,'""it'sstillhardtoconceivehowhomosexualitywould fallundertheTractatu"
Garber 2021.pdf	0	The HUAC Othello Marjorie Garber Weallknowthat AOCandthis crowdarea bunchofcommunists.
Garber 2021.pdf	2	.Theyhate ourowncountry.
Garber 2021.pdf	3	–Senator LindsayGraham (R-SC),15 July20191 Republicansgotour buttskickedinGeorgiaon Tuesday....
Garber 2021.pdf	4	TheideathatGeorgia, ofallplaces,couldelect twocommunists totheUnitedStatesSenate wasridiculous.
Garber 2021.pdf	5	–Governor KristiNoem (R-SD), 7Jan.
Garber 2021.pdf	6	20212 Inthecourseof hislongcareerPaulRobesonwascelebratedasasinger,a politicalactivist,apublicspeaker,aninternationalastarofstageandscreen,an anticolonialchampionofAfricanstatesandof workers'rightsandtheorig- inator of memorable roles from Eugene O'Neill's Emperor Jones to Show Boat'sstevedoreJoe.ButitwashisidentificationwiththeroleofOthellothat generated the most striking political commentary and crossover, both dur- inghislifetimeandafterhisdeath.
Garber 2021.pdf	7	"A ""Veritable Othello"" Thirteen years before his London debut in William Shakespeare's play, RobesonhadbeendescribedintheNew-YorkTribuneasa""veritableOthello ofbattle""who""ledthedashinglittleRutgerseleventovictory.""3Robeson's HereI Stand was published by Othello Associates, ""an independent Negro publisher""4basedinHarlem,inessenceaplatformcreatedfortheoccasion.5 HissonPaul,Jr.setuptheOthelloRecordingCorporationin1953toprovide 1."
Garber 2021.pdf	8	"WilliamCummings,""TrumpShould'AimHigher':LindseyGrahamandOtherRepubli- cansRespondtoTrump's'GoBack'Tweets,""USAToday,15July2019,www.usatoday.com/story /news/politics/2019/07/15/lindsey-graham-reaction-trump-squad-comments/1732898001/ 2."
Garber 2021.pdf	9	"ChristopherVondracek,""NoemSlamsGeorgiaDemocratSenateRun-OffWinnersas 'Communists,'2DaysafterWarningOf'HowWeTalktoEachOther,'""TheJamestownSun, 9Jan.2021,www.jamestownsun.com/news/government-and-politics/6834137-Noem-slams-Georgia -Democrat-Senate-run-off-winners-as-communists-2-days-after-warning-of-how-we-talk-to-each -other 3."
Garber 2021.pdf	10	"QuotedinMartinDuberman,PaulRobeson:ABiography(NewYork,1965),p.[27];here- afterabbreviatedPR.Othellohereseemstobeintended,howeverawkwardly,ascomplimentary shorthandforblackwarriororblackhero—thepieceisotherwisedevoidofliteraryallusionor, indeed,ofracialcommentary.TheTribune'sreaderswouldpresumablygetthepoint:theleader ofthis""dashinglittle""troopwasits(only)blackplayer."
Garber 2021.pdf	12	"LloydL.Brown,""Preface,""inPaulRobeson,HereIStand(Boston,1958),p.xxviii."
Garber 2021.pdf	14	Until1971,whenBeaconPressrepublishedthebook,itwasvirtuallyunavailablein bookstores.
Garber 2021.pdf	15	"478 Marjorie Garber / The HUAC Othello anoutletforRobeson'smusicatatimewhenhispoliticsmadehimradioac- tivetoconventionalmusicproducers.6PaulRobeson:TheAmericanOthello was one of the earliest biographies.7 An article in Jet noted that Robeson had""lovedAmericatoowellbutnotwisely.""8NoWaybutThis:InSearchof Paul Robeson took its title, without apparent irony, from the last words of Shakespeare's tragic hero as he kisses the dead Desdemona and then stabs himself:""Nowaybutthis,/Killingmyselftodieuponak"
Garrett 2022.pdf	0	Reading between Freedom and Necessity Matthew Garrett Thelifeofasavage, whenwetakeadistant viewofit,seemsto bealifeofeither profoundindolence, orofgreatandastonishingadventures.
Garrett 2022.pdf	1	—AdamSmith1 Againstacertainhopefulorprogressiveapproachtothehistoriesofread- ingandofliteracy,I'mgoingtogiveapartialsketchofamorerapaciousstyle ofreading,onethatlearnsitsfundamentallessonsthroughprimitiveaccumu- lation (that is, accumulation through dispossession) and therefore through thedenigrationandnotthecelebrationofhumanlabor.Thoselessonsarere- inforced and ramified in European and North American narrative through the eighteenth century, driven deeper into literate or educated cultureeven 
Garrett 2022.pdf	3	"AdamSmith,""ALettertotheAuthorsoftheEdinburghReview,""inEdinburghReviewfor theYear1755(London,1818),p.131."
Garrett 2022.pdf	5	"FredricJameson,""TheEndofTemporality,""CriticalInquiry29(Summer2003):699.The essaydrawsonArnoMayer'sPersistenceoftheOldRegime:EuropetotheGreatWar(NewYork, 1981)foritscharacterizationofthisprocess."
Garrett 2022.pdf	6	500 Matthew Garrett / Reading between Freedom and Necessity Nevertheless,thecultureofgoodreadingkeepsitsdistancebykeepingits premoderndoublewithinitself,asrepresentation(throughthefigureofthe picaro)andasthebadreadinggivingpowerandprioritytothegood.One nameforthatretentionofthepicaro,thenamethatAdamSmithtooregis- ters,isadventure,andmuchofwhatIhavetosaywillcirclearoundadventure narrativeasthefundamentalformofstorytelling.PartofwhatIhopetocon- veyisthatspatialorgeographicalmovementisonlyafirstmom
Garrett 2022.pdf	7	ThestoryItellbeginsinearnestingolden-ageSpain,inSeville,withthe origins of the picaresque in the Lazarillo de Tormes.3 What matters for us about the Lazarillo is that the dispossession of the protagonist, Lázaro, is thebasisforhisadventures,whicharethemselvestheoccasionfordiscover- ingthehypocrisyofthepossessingclass.Cruciallyforme,thefi
Geoghegan 2025.pdf	0	The Navigable Image: Vermeer, Melville, and the Maritime Coordinates of Computer Graphics Bernard Dionysius Geoghegan There will come an age in the far-off years when the Ocean shall unloose the bonds of things, when the whole broad earth shall be revealed.1 —Seneca, Medea In 1962, the computer game Spacewar!
Geoghegan 2025.pdf	1	premiered at a Massachusetts In stitute of Technology (MIT) open house, showcasing themes of universal and planetary conflict shaping the nascent culture of computer graphics.
Geoghegan 2025.pdf	3	placed the player in the role of a celestial navigator.
Geoghegan 2025.pdf	4	"Elementary graphics represented stars as points, ships as triangles, and spiraling vectors I thank organizers and attendees of a number of events where I developed early drafts of this work, including meetings of the Maritime Modernities project in Paris in November 2023, ""PRINCìPI -Costruire per la generazioni"" in Turin in November 2022, ""Vivre par(mi) les écrans"" in Lyon in April 2022, a colloquium at Department II of the Max Planck Institute for the History of Science in Berlin in November 20"
Geoghegan 2025.pdf	5	Thanks to Colin Harris, Patrick Harrison and Hank Gerba for editorial assistance and to Tung-Hui Hu, Alexander Galloway, Klara Källström, and the editors of Critical Inquiry for their invaluable suggestions.
Geoghegan 2025.pdf	6	Going above and beyond the call of collegiality, Jacob Gaboury and Margaret Schotte furnished me with digital scans from their personal collections and offered tips for clearing copyright hurdles.
Geoghegan 2025.pdf	7	I am grateful to Ivan Sutherland for granting one such clearance.
Geoghegan 2025.pdf	8	James Schwoch's timely suggestion to look at Moby-Dick proved decisive for the overall shape of this essay.
Geoghegan 2025.pdf	9	"Special thanks is due to Mauro Carbone and Jacopo Bodini for their encouragement to revise and expand an earlier paper, ""Voir et naviguer: les origines maritimes du régime scopique du calcul "" that appeared in their volume Vivre par(mi) les écrans: passé et avenir (2024), resulting in the present essay."
Geoghegan 2025.pdf	10	I dedicate this essay to my mentors in maritime media, Bernhard Siegert and David Mindell.
Geoghegan 2025.pdf	11	Unless otherwise noted, all translations are my own.
Geoghegan 2025.pdf	13	Seneca, Seneca's Tragedies, trans.
Geoghegan 2025.pdf	14	Frank Justus Miller, 2 vols.
Geoghegan 2025.pdf	15	(New York, 1917), 1:261.
